quote_sk,quote_id,customer_sk,vehicle_sk,policy_sk,channel_sk,date_sk,quoted_premium,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,days_since_last_contact,quote_value_band
246,Q100245,246,246,246,138,20250628,4394.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,31,Low
247,Q100246,247,247,247,138,20250513,3908.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,266,Low
248,Q100247,248,248,248,138,20250124,4008.0,0,0,Abandoned,Premium Calculation,Mobile,Website,260,Low
249,Q100248,249,249,249,138,20251007,4359.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,71,Low
250,Q100249,250,250,250,138,20250903,4105.0,0,0,Abandoned,Document Upload,Mobile,Website,219,Low
251,Q100250,251,251,251,138,20250118,4060.0,0,0,Abandoned,Document Upload,Mobile,Website,73,Low
252,Q100251,252,252,252,138,20251121,4298.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,99,Low
253,Q100252,253,253,253,138,20250322,3967.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,35,Low
254,Q100253,254,254,254,138,20251003,4326.0,0,0,Abandoned,Document Upload,Mobile,Website,127,Low
255,Q100254,255,255,255,134,20250917,4374.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,85,Low
256,Q100255,256,256,256,138,20250405,4468.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,190,Low
257,Q100256,257,257,257,134,20250703,4383.0,0,0,Abandoned,Premium Calculation,Desktop,Website,204,Low
258,Q100257,258,258,258,138,20250811,4333.0,0,0,Abandoned,Document Upload,Mobile,Website,57,Low
259,Q100258,259,259,259,135,20250426,4313.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,174,Low
260,Q100259,260,260,260,138,20250312,4624.0,0,0,Abandoned,Premium Calculation,Mobile,Website,161,Medium
261,Q100260,261,261,261,105,20250821,4976.0,0,0,Abandoned,Document Upload,Mobile,Website,135,Medium
262,Q100261,262,262,262,138,20250714,4023.0,0,0,Abandoned,Document Upload,Mobile,Agent,46,Low
263,Q100262,263,263,263,138,20251214,4321.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,11,Low
264,Q100263,264,264,264,134,20250107,4757.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,246,Medium
265,Q100264,265,265,265,138,20251220,4121.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,238,Low
266,Q100265,266,266,266,138,20250715,3882.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,204,Low
267,Q100266,267,267,267,138,20250618,4341.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,15,Low
268,Q100267,268,268,268,138,20251026,3762.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,132,Low
269,Q100268,269,269,269,138,20250901,4479.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,35,Low
270,Q100269,270,270,270,138,20251214,4146.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,74,Low
271,Q100270,271,271,271,138,20250223,4091.0,0,0,Abandoned,Premium Calculation,Mobile,Website,189,Low
272,Q100271,272,272,272,138,20251129,4213.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,176,Low
273,Q100272,273,273,273,138,20251228,3917.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,104,Low
274,Q100273,274,274,274,138,20250116,4159.0,0,0,Abandoned,Document Upload,Mobile,Website,246,Low
275,Q100274,275,275,275,138,20250410,4456.0,0,0,Abandoned,Document Upload,Desktop,Website,167,Low
276,Q100275,276,276,276,134,20250319,4535.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,88,Medium
277,Q100276,277,277,277,138,20250606,4036.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,120,Low
278,Q100277,278,278,278,138,20250731,3762.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,44,Low
279,Q100278,279,279,279,138,20250810,4262.0,0,0,Abandoned,Document Upload,Mobile,Agent,73,Low
280,Q100279,280,280,280,138,20250722,4274.0,0,0,Abandoned,Document Upload,Mobile,Website,162,Low
281,Q100280,281,281,281,134,20251002,5101.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,59,Medium
282,Q100281,282,282,282,138,20250811,3730.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,68,Low
283,Q100282,283,283,283,138,20250202,4348.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,89,Low
284,Q100283,284,284,284,138,20250913,3762.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,175,Low
285,Q100284,285,285,285,138,20251125,3651.0,0,0,Abandoned,Premium Calculation,Desktop,Website,100,Low
286,Q100285,286,286,286,138,20251221,4291.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,223,Low
287,Q100286,287,287,287,138,20251025,3869.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,24,Low
288,Q100287,288,288,288,138,20250614,4215.0,1,1,Converted,Policy Issued,Mobile,Website,87,Low
289,Q100288,289,289,289,138,20250608,4504.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,74,Medium
290,Q100289,290,290,290,138,20251207,4646.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,152,Medium
291,Q100290,291,291,291,138,20250107,4385.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,85,Low
292,Q100291,292,292,292,138,20250820,3874.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,69,Low
293,Q100292,293,293,293,138,20251227,4034.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,143,Low
294,Q100293,294,294,294,138,20250329,4052.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,120,Low
295,Q100294,295,295,295,138,20250704,4287.0,0,0,Abandoned,Document Upload,Mobile,Website,73,Low
296,Q100295,296,296,296,138,20250920,3779.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,296,Low
297,Q100296,297,297,297,138,20250707,3702.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,68,Low
298,Q100297,298,298,298,138,20251211,4333.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,294,Low
299,Q100298,299,299,299,132,20250909,4879.0,0,0,Abandoned,Premium Calculation,Desktop,Website,280,Medium
300,Q100299,300,300,300,138,20250422,4321.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,196,Low
301,Q100300,301,301,301,138,20250216,4359.0,0,0,Abandoned,Premium Calculation,Mobile,Website,23,Low
302,Q100301,302,302,302,138,20250322,4065.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,269,Low
303,Q100302,303,303,303,138,20251013,3896.0,1,1,Converted,Policy Issued,Mobile,Aggregator,270,Low
304,Q100303,304,304,304,138,20250422,4485.0,0,0,Abandoned,Document Upload,Desktop,Website,182,Low
305,Q100304,305,305,305,138,20250506,4088.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,90,Low
306,Q100305,306,306,306,138,20250311,3852.0,0,0,Abandoned,Premium Calculation,Mobile,Website,180,Low
307,Q100306,307,307,307,138,20251111,3833.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,212,Low
308,Q100307,308,308,308,138,20251114,3772.0,0,0,Abandoned,Premium Calculation,Tablet,Website,235,Low
309,Q100308,309,309,309,138,20251118,4050.0,0,0,Abandoned,Document Upload,Mobile,Website,169,Low
310,Q100309,310,310,310,138,20250301,4416.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,155,Low
311,Q100310,311,311,311,138,20250608,3943.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,119,Low
312,Q100311,312,312,312,138,20251103,3929.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,223,Low
313,Q100312,313,313,313,138,20250610,4486.0,0,0,Abandoned,Premium Calculation,Mobile,Website,140,Low
314,Q100313,314,314,314,138,20250523,4533.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,150,Medium
315,Q100314,315,315,315,138,20250404,4259.0,0,0,Abandoned,Document Upload,Mobile,Agent,211,Low
316,Q100315,316,316,316,138,20250617,3847.0,0,0,Abandoned,Document Upload,Mobile,Agent,161,Low
317,Q100316,317,317,317,138,20251030,4631.0,0,0,Abandoned,Document Upload,Tablet,Website,233,Medium
318,Q100317,318,318,318,138,20250528,4556.0,0,0,Abandoned,Document Upload,Desktop,Agent,88,Medium
319,Q100318,319,319,319,138,20251129,4160.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,253,Low
320,Q100319,320,320,320,138,20250827,4401.0,0,0,Abandoned,Document Upload,Tablet,Aggregator,248,Low
321,Q100320,321,321,321,138,20250323,3793.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,225,Low
322,Q100321,322,322,322,138,20251108,4258.0,0,0,Abandoned,Premium Calculation,Mobile,Website,105,Low
323,Q100322,323,323,323,134,20250715,4350.0,0,0,Abandoned,Document Upload,Desktop,Agent,66,Low
324,Q100323,324,324,324,138,20250217,3773.0,0,0,Abandoned,Premium Calculation,Mobile,Website,276,Low
325,Q100324,325,325,325,138,20250731,3836.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,227,Low
326,Q100325,326,326,326,138,20251101,3975.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,220,Low
327,Q100326,327,327,327,138,20250216,4113.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,41,Low
328,Q100327,328,328,328,138,20250131,3998.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,126,Low
329,Q100328,329,329,329,138,20251029,4420.0,0,0,Abandoned,Premium Calculation,Mobile,Website,19,Low
330,Q100329,330,330,330,138,20250617,4309.0,0,0,Abandoned,Premium Calculation,Desktop,Website,27,Low
331,Q100330,331,331,331,1,20250122,4413.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,11,Low
332,Q100331,332,332,332,138,20250516,4604.0,0,0,Abandoned,Document Upload,Mobile,Website,83,Medium
333,Q100332,333,333,333,138,20250525,4581.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,280,Medium
334,Q100333,334,334,334,138,20250629,4052.0,0,0,Abandoned,Document Upload,Mobile,Website,92,Low
335,Q100334,335,335,335,138,20250527,3995.0,0,0,Abandoned,Document Upload,Mobile,Agent,84,Low
336,Q100335,336,336,336,138,20250623,4612.0,0,0,Abandoned,Premium Calculation,Mobile,Website,10,Medium
337,Q100336,337,337,337,138,20251204,4160.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,253,Low
338,Q100337,338,338,338,138,20251121,3796.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,136,Low
339,Q100338,339,339,339,138,20251215,3797.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,29,Low
340,Q100339,340,340,340,138,20250817,4513.0,0,0,Abandoned,Premium Calculation,Tablet,Website,59,Medium
341,Q100340,341,341,341,138,20250712,4360.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,46,Low
342,Q100341,342,342,342,138,20250126,4469.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,128,Low
343,Q100342,343,343,343,138,20250703,4138.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,85,Low
344,Q100343,344,344,344,105,20251206,5078.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,105,Medium
345,Q100344,345,345,345,138,20250704,4585.0,0,0,Abandoned,Premium Calculation,Mobile,Website,179,Medium
346,Q100345,346,346,346,138,20251115,4289.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,173,Low
347,Q100346,347,347,347,138,20250314,4200.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,78,Low
348,Q100347,348,348,348,138,20251104,3987.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,77,Low
349,Q100348,349,349,349,138,20250119,4521.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,183,Medium
350,Q100349,350,350,350,138,20250225,4290.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,213,Low
351,Q100350,351,351,351,138,20251118,4428.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,298,Low
352,Q100351,352,352,352,138,20250803,4637.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,232,Medium
353,Q100352,353,353,353,138,20250915,4602.0,0,0,Abandoned,Premium Calculation,Tablet,Website,17,Medium
354,Q100353,354,354,354,138,20250105,4122.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,147,Low
355,Q100354,355,355,355,138,20250707,4595.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,42,Medium
356,Q100355,356,356,356,138,20250213,3800.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,38,Low
357,Q100356,357,357,357,138,20250902,4064.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,222,Low
358,Q100357,358,358,358,138,20250314,4639.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,192,Medium
359,Q100358,359,359,359,138,20250723,3947.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,117,Low
360,Q100359,360,360,360,138,20250424,4260.0,0,0,Abandoned,Premium Calculation,Mobile,Website,254,Low
361,Q100360,361,361,361,138,20250721,3912.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,210,Low
362,Q100361,362,362,362,138,20250611,4413.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,28,Low
363,Q100362,363,363,363,138,20250613,3793.0,0,0,Abandoned,Document Upload,Mobile,Agent,54,Low
364,Q100363,364,364,364,139,20250128,3995.0,0,0,Abandoned,Premium Calculation,Mobile,Website,75,Low
365,Q100364,365,365,365,138,20250218,4273.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,155,Low
366,Q100365,366,366,366,138,20250829,4221.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,220,Low
367,Q100366,367,367,367,138,20250423,4530.0,0,0,Abandoned,Document Upload,Mobile,Agent,80,Medium
368,Q100367,368,368,368,138,20250422,3651.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,34,Low
369,Q100368,369,369,369,138,20250517,4546.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,12,Medium
370,Q100369,370,370,370,138,20250502,3953.0,0,0,Abandoned,Premium Calculation,Desktop,Website,177,Low
371,Q100370,371,371,371,138,20250212,3903.0,0,0,Abandoned,Document Upload,Mobile,Website,230,Low
372,Q100371,372,372,372,138,20250919,4301.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,188,Low
373,Q100372,373,373,373,134,20250320,4602.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,41,Medium
374,Q100373,374,374,374,134,20250123,3686.0,0,0,Abandoned,Document Upload,Mobile,Agent,253,Low
375,Q100374,375,375,375,134,20250523,4309.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,65,Low
376,Q100375,376,376,376,138,20251206,3658.0,0,0,Abandoned,Document Upload,Desktop,Website,134,Low
377,Q100376,377,377,377,138,20250113,3882.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,222,Low
378,Q100377,378,378,378,138,20250311,3748.0,0,0,Abandoned,Document Upload,Mobile,Website,272,Low
379,Q100378,379,379,379,138,20251013,4308.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,168,Low
380,Q100379,380,380,380,135,20251209,4965.0,0,0,Abandoned,Premium Calculation,Mobile,Website,95,Medium
381,Q100380,381,381,381,138,20250930,3857.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,244,Low
382,Q100381,382,382,382,138,20250307,3780.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,264,Low
383,Q100382,383,383,383,138,20250526,4053.0,0,0,Abandoned,Document Upload,Tablet,Website,143,Low
384,Q100383,384,384,384,138,20250901,3801.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,275,Low
385,Q100384,385,385,385,138,20250820,3703.0,0,0,Abandoned,Document Upload,Desktop,Agent,141,Low
386,Q100385,386,386,386,105,20250821,4269.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,26,Low
387,Q100386,387,387,387,138,20250211,4322.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,89,Low
388,Q100387,388,388,388,138,20250327,4569.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,139,Medium
389,Q100388,389,389,389,138,20251027,4277.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,116,Low
390,Q100389,390,390,390,138,20250201,4236.0,0,0,Abandoned,Premium Calculation,Mobile,Website,68,Low
391,Q100390,391,391,391,138,20250910,4274.0,0,0,Abandoned,Premium Calculation,Mobile,Website,128,Low
392,Q100391,392,392,392,138,20251011,4617.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,291,Medium
393,Q100392,393,393,393,138,20250514,4069.0,0,0,Abandoned,Premium Calculation,Mobile,Website,52,Low
394,Q100393,394,394,394,138,20250622,4071.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,26,Low
395,Q100394,395,395,395,138,20250104,3753.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,30,Low
396,Q100395,396,396,396,138,20250403,4501.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,279,Medium
397,Q100396,397,397,397,138,20250812,3903.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,192,Low
398,Q100397,398,398,398,138,20251206,3876.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,68,Low
399,Q100398,399,399,399,138,20250328,3761.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,172,Low
400,Q100399,400,400,400,138,20250512,4159.0,0,0,Abandoned,Premium Calculation,Mobile,Website,98,Low
401,Q100400,401,401,401,138,20251114,4122.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,56,Low
402,Q100401,402,402,402,138,20250103,3748.0,0,0,Abandoned,Premium Calculation,Tablet,Website,21,Low
403,Q100402,403,403,403,138,20251206,3802.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,193,Low
404,Q100403,404,404,404,135,20250405,4510.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,112,Medium
405,Q100404,405,405,405,138,20250708,4563.0,0,0,Abandoned,Premium Calculation,Desktop,Website,243,Medium
406,Q100405,406,406,406,138,20251127,4545.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,104,Medium
407,Q100406,407,407,407,138,20250505,4527.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,127,Medium
408,Q100407,408,408,408,138,20251015,3987.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,176,Low
409,Q100408,409,409,409,138,20250227,4355.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,131,Low
410,Q100409,410,410,410,138,20250812,4471.0,0,0,Abandoned,Document Upload,Mobile,Agent,15,Low
411,Q100410,411,411,411,134,20250813,4312.0,0,0,Abandoned,Document Upload,Mobile,Website,10,Low
412,Q100411,412,412,412,138,20250408,4369.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,255,Low
413,Q100412,413,413,413,1,20250902,4606.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,76,Medium
414,Q100413,414,414,414,138,20250722,4330.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,236,Low
415,Q100414,415,415,415,138,20251125,4645.0,0,0,Abandoned,Premium Calculation,Tablet,Website,243,Medium
416,Q100415,416,416,416,138,20250611,3810.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,104,Low
417,Q100416,417,417,417,138,20251211,4229.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,20,Low
418,Q100417,418,418,418,138,20251107,4450.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,254,Low
419,Q100418,419,419,419,138,20250703,4047.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,50,Low
420,Q100419,420,420,420,138,20250626,3926.0,0,0,Abandoned,Document Upload,Tablet,Agent,90,Low
421,Q100420,421,421,421,138,20250129,4465.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,159,Low
422,Q100421,422,422,422,138,20250725,4565.0,0,0,Abandoned,Document Upload,Desktop,Website,111,Medium
423,Q100422,423,423,423,138,20250102,4153.0,0,0,Abandoned,Document Upload,Tablet,Agent,115,Low
424,Q100423,424,424,424,138,20251227,4545.0,0,0,Abandoned,Document Upload,Mobile,Website,202,Medium
425,Q100424,425,425,425,138,20250507,4041.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,159,Low
426,Q100425,426,426,426,138,20251124,3784.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,48,Low
427,Q100426,427,427,427,138,20250628,3844.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,232,Low
428,Q100427,428,428,428,138,20250410,4050.0,0,0,Abandoned,Document Upload,Mobile,Agent,55,Low
429,Q100428,429,429,429,138,20250522,4289.0,0,0,Abandoned,Document Upload,Mobile,Agent,110,Low
430,Q100429,430,430,430,134,20250810,3682.0,0,0,Abandoned,Document Upload,Mobile,Website,159,Low
431,Q100430,431,431,431,135,20250405,4837.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,143,Medium
432,Q100431,432,432,432,138,20250225,4109.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,26,Low
433,Q100432,433,433,433,138,20251003,4604.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,88,Medium
434,Q100433,434,434,434,138,20250623,4532.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,40,Medium
435,Q100434,435,435,435,138,20251108,4119.0,0,0,Abandoned,Premium Calculation,Desktop,Website,174,Low
436,Q100435,436,436,436,138,20250714,4024.0,0,0,Abandoned,Premium Calculation,Mobile,Website,26,Low
437,Q100436,437,437,437,138,20251119,3671.0,0,0,Abandoned,Document Upload,Mobile,Website,85,Low
438,Q100437,438,438,438,138,20251119,4399.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,281,Low
439,Q100438,439,439,439,138,20251029,4319.0,0,0,Abandoned,Premium Calculation,Mobile,Website,184,Low
440,Q100439,440,440,440,138,20250330,3687.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,123,Low
441,Q100440,441,441,441,138,20250816,3879.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,299,Low
442,Q100441,442,442,442,138,20250425,4014.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,34,Low
443,Q100442,443,443,443,138,20250609,4212.0,0,0,Abandoned,Document Upload,Mobile,Website,231,Low
444,Q100443,444,444,444,138,20250312,4087.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,180,Low
445,Q100444,445,445,445,138,20250606,4425.0,0,0,Abandoned,Document Upload,Tablet,Aggregator,277,Low
446,Q100445,446,446,446,135,20250305,4432.0,0,0,Abandoned,Premium Calculation,Mobile,Website,214,Low
447,Q100446,447,447,447,138,20250213,3676.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,294,Low
448,Q100447,448,448,448,138,20251216,3875.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,60,Low
449,Q100448,449,449,449,138,20250708,3926.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,268,Low
