underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
179,179,179,179,20260124,75,High,0.75,Rejected,Reject,False,12,28,5,94.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
180,180,180,180,20260911,95,Very High,0.95,Rejected,Reject,False,5,26,6,92.37,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
181,181,181,181,20260518,81,Very High,0.81,Rejected,Reject,False,23,19,2,95.14,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
182,182,182,182,20240513,97,Very High,0.97,Rejected,Reject,False,18,31,2,85.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
183,183,183,183,20240113,91,Very High,0.91,Rejected,Reject,False,22,19,5,82.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
184,184,184,184,20250618,12,Low,0.12,Approved,Auto Approve,False,3,4,5,81.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
185,185,185,185,20230718,89,Very High,0.89,Rejected,Reject,False,15,25,4,95.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
186,186,186,186,20241017,17,Low,0.17,Approved,Auto Approve,False,7,-9,7,96.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
187,187,187,187,20220406,30,Medium,0.3,Approved,Auto Approve,False,7,-8,2,80.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
188,188,188,188,20261024,14,Low,0.14,Approved,Auto Approve,False,5,-5,2,84.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
189,189,189,189,20230430,97,Very High,0.97,Rejected,Reject,False,9,19,4,97.92,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
190,190,190,190,20251201,95,Very High,0.95,Rejected,Reject,False,12,28,5,75.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
191,191,191,191,20220819,60,High,0.6,Manual Review,Refer Underwriter,True,74,2,3,83.66,Manual,Alice,SLA Breached,True,UW_AI_v2.0
192,192,192,192,20240119,8,Low,0.08,Approved,Auto Approve,False,4,2,5,90.28,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
193,193,193,193,20260806,35,Medium,0.35,Manual Review,Refer Underwriter,True,81,14,6,78.66,Manual,John,SLA Breached,True,UW_AI_v1.1
194,194,194,194,20250409,21,Low,0.21,Approved,Auto Approve,False,4,-4,7,92.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
195,195,195,195,20230625,12,Low,0.12,Approved,Auto Approve,False,6,4,4,82.28,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
196,196,196,196,20241125,56,Medium,0.56,Manual Review,Refer Underwriter,True,85,1,2,98.48,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
197,197,197,197,20230609,41,Medium,0.41,Manual Review,Refer Underwriter,True,85,1,5,76.86,Manual,David,SLA Breached,True,UW_AI_v1.0
198,198,198,198,20250329,24,Low,0.24,Approved,Auto Approve,False,4,-6,6,96.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
199,199,199,199,20260919,51,Medium,0.51,Manual Review,Refer Underwriter,True,78,4,6,89.96,Manual,David,SLA Breached,True,UW_AI_v2.0
200,200,200,200,20250620,78,High,0.78,Rejected,Reject,False,24,21,5,90.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
201,201,201,201,20250114,55,Medium,0.55,Manual Review,Refer Underwriter,True,24,2,1,75.39,Manual,Priya,Within SLA,True,UW_AI_v2.0
202,202,202,202,20261225,62,High,0.62,Manual Review,Refer Underwriter,True,37,10,1,97.56,Manual,John,SLA Breached,True,UW_AI_v2.0
203,203,203,203,20230801,48,Medium,0.48,Manual Review,Refer Underwriter,True,32,0,7,96.15,Manual,Alice,SLA Breached,True,UW_AI_v1.0
204,204,204,204,20231113,15,Low,0.15,Approved,Auto Approve,False,5,2,3,86.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
205,205,205,205,20230711,16,Low,0.16,Approved,Auto Approve,False,5,-3,6,87.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
206,206,206,206,20260517,14,Low,0.14,Approved,Auto Approve,False,5,4,4,82.23,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
207,207,207,207,20241009,81,Very High,0.81,Rejected,Reject,False,16,34,2,83.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
208,208,208,208,20231008,58,Medium,0.58,Manual Review,Refer Underwriter,True,57,7,7,86.88,Manual,David,SLA Breached,True,UW_AI_v2.0
209,209,209,209,20240306,38,Medium,0.38,Manual Review,Refer Underwriter,True,23,14,2,76.95,Manual,David,Within SLA,True,UW_AI_v1.1
210,210,210,210,20241117,34,Medium,0.34,Approved,Auto Approve,False,5,-7,7,76.94,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
211,211,211,211,20260702,19,Low,0.19,Approved,Auto Approve,False,4,-7,1,95.33,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
212,212,212,212,20260429,12,Low,0.12,Approved,Auto Approve,False,3,-3,2,84.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
213,213,213,213,20250925,44,Medium,0.44,Manual Review,Refer Underwriter,True,51,7,6,99.39,Manual,Alice,SLA Breached,True,UW_AI_v1.1
214,214,214,214,20261227,26,Low,0.26,Approved,Auto Approve,False,4,-7,4,77.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
215,215,215,215,20250916,9,Low,0.09,Approved,Auto Approve,False,6,-6,2,98.33,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
216,216,216,216,20260722,24,Low,0.24,Approved,Auto Approve,False,6,-2,1,91.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
217,217,217,217,20260310,91,Very High,0.91,Rejected,Reject,False,23,18,4,82.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
218,218,218,218,20251003,53,Medium,0.53,Manual Review,Refer Underwriter,True,34,6,5,81.63,Manual,John,SLA Breached,True,UW_AI_v1.0
219,219,219,219,20260205,56,Medium,0.56,Manual Review,Refer Underwriter,True,63,13,4,98.79,Manual,Alice,SLA Breached,True,UW_AI_v2.0
220,220,220,220,20250608,70,High,0.7,Rejected,Reject,False,8,21,3,83.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
221,221,221,221,20220709,23,Low,0.23,Approved,Auto Approve,False,2,-9,7,88.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
222,222,222,222,20250602,94,Very High,0.94,Rejected,Reject,False,12,30,7,98.78,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
223,223,223,223,20251109,18,Low,0.18,Approved,Auto Approve,False,2,0,4,80.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
224,224,224,224,20251101,11,Low,0.11,Approved,Auto Approve,False,5,-10,5,79.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
225,225,225,225,20250730,61,High,0.61,Manual Review,Refer Underwriter,True,40,11,4,80.37,Manual,Priya,SLA Breached,True,UW_AI_v1.1
226,226,226,226,20230925,84,Very High,0.84,Rejected,Reject,False,23,15,2,80.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
227,227,227,227,20230920,14,Low,0.14,Approved,Auto Approve,False,7,-1,4,92.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
228,228,228,228,20240830,26,Low,0.26,Approved,Auto Approve,False,5,-7,2,79.29,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
229,229,229,229,20261104,94,Very High,0.94,Rejected,Reject,False,22,22,6,76.0,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
230,230,230,230,20250706,9,Low,0.09,Approved,Auto Approve,False,4,1,7,92.92,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
231,231,231,231,20251014,80,Very High,0.8,Rejected,Reject,False,7,19,4,98.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
232,232,232,232,20231211,92,Very High,0.92,Rejected,Reject,False,20,24,2,88.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
233,233,233,233,20260119,28,Low,0.28,Approved,Auto Approve,False,4,-5,7,84.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
234,234,234,234,20251205,19,Low,0.19,Approved,Auto Approve,False,3,-2,1,75.77,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
235,235,235,235,20231011,92,Very High,0.92,Rejected,Reject,False,14,31,4,89.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
236,236,236,236,20221114,92,Very High,0.92,Rejected,Reject,False,14,25,1,83.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
237,237,237,237,20260828,30,Medium,0.3,Approved,Auto Approve,False,7,-1,4,91.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
238,238,238,238,20250602,59,Medium,0.59,Manual Review,Refer Underwriter,True,84,1,1,98.8,Manual,Alice,SLA Breached,True,UW_AI_v1.0
239,239,239,239,20250611,22,Low,0.22,Approved,Auto Approve,False,7,-3,7,75.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
240,240,240,240,20231115,47,Medium,0.47,Manual Review,Refer Underwriter,True,45,0,3,92.2,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
241,241,241,241,20231026,10,Low,0.1,Approved,Auto Approve,False,2,2,6,91.76,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
242,242,242,242,20251029,49,Medium,0.49,Manual Review,Refer Underwriter,True,40,3,4,89.77,Manual,David,SLA Breached,True,UW_AI_v2.0
243,243,243,243,20260823,29,Low,0.29,Approved,Auto Approve,False,5,-2,5,93.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
244,244,244,244,20260620,85,Very High,0.85,Rejected,Reject,False,16,24,1,84.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
245,245,245,245,20260204,20,Low,0.2,Approved,Auto Approve,False,3,2,7,78.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
246,246,246,246,20250610,59,Medium,0.59,Manual Review,Refer Underwriter,True,66,1,2,75.11,Manual,David,SLA Breached,True,UW_AI_v2.0
247,247,247,247,20260912,60,High,0.6,Manual Review,Refer Underwriter,True,67,5,1,84.96,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
248,248,248,248,20250210,33,Medium,0.33,Approved,Auto Approve,False,6,-8,3,95.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
249,249,249,249,20260301,68,High,0.68,Manual Review,Refer Underwriter,True,37,0,2,89.71,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
250,250,250,250,20230318,5,Low,0.05,Approved,Auto Approve,False,3,2,4,78.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
251,251,251,251,20230718,49,Medium,0.49,Manual Review,Refer Underwriter,True,21,9,2,82.93,Manual,David,Within SLA,True,UW_AI_v1.1
252,252,252,252,20250715,88,Very High,0.88,Rejected,Reject,False,12,30,1,91.51,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
253,253,253,253,20260314,30,Medium,0.3,Approved,Auto Approve,False,6,-4,6,98.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
254,254,254,254,20251110,89,Very High,0.89,Rejected,Reject,False,13,28,5,96.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
255,255,255,255,20251111,54,Medium,0.54,Manual Review,Refer Underwriter,True,49,8,7,90.74,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
256,256,256,256,20250210,31,Medium,0.31,Approved,Auto Approve,False,2,-7,5,80.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
257,257,257,257,20260625,39,Medium,0.39,Manual Review,Refer Underwriter,True,41,13,7,96.65,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
258,258,258,258,20260707,84,Very High,0.84,Rejected,Reject,False,11,33,7,97.93,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
259,259,259,259,20240809,33,Medium,0.33,Approved,Auto Approve,False,3,-7,2,97.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
260,260,260,260,20250109,11,Low,0.11,Approved,Auto Approve,False,6,-8,7,89.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
261,261,261,261,20231130,66,High,0.66,Manual Review,Refer Underwriter,True,39,14,6,96.7,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
262,262,262,262,20220423,75,High,0.75,Rejected,Reject,False,18,23,7,94.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
263,263,263,263,20220102,38,Medium,0.38,Manual Review,Refer Underwriter,True,73,12,1,90.41,Manual,John,SLA Breached,True,UW_AI_v2.0
264,264,264,264,20231004,52,Medium,0.52,Manual Review,Refer Underwriter,True,26,6,6,99.45,Manual,David,Within SLA,True,UW_AI_v1.0
265,265,265,265,20220808,9,Low,0.09,Approved,Auto Approve,False,2,4,3,81.08,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
266,266,266,266,20260509,12,Low,0.12,Approved,Auto Approve,False,5,-5,4,90.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
267,267,267,267,20240504,76,High,0.76,Rejected,Reject,False,16,33,1,75.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
268,268,268,268,20261026,47,Medium,0.47,Manual Review,Refer Underwriter,True,49,0,4,86.23,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
269,269,269,269,20250602,97,Very High,0.97,Rejected,Reject,False,7,24,5,95.76,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
270,270,270,270,20230120,56,Medium,0.56,Manual Review,Refer Underwriter,True,50,11,4,80.85,Manual,Alice,SLA Breached,True,UW_AI_v1.1
271,271,271,271,20251127,78,High,0.78,Rejected,Reject,False,22,30,7,93.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
272,272,272,272,20260720,5,Low,0.05,Approved,Auto Approve,False,5,-4,3,93.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
273,273,273,273,20250227,42,Medium,0.42,Manual Review,Refer Underwriter,True,75,14,3,90.8,Manual,Priya,SLA Breached,True,UW_AI_v2.0
274,274,274,274,20241212,96,Very High,0.96,Rejected,Reject,False,15,19,1,97.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
275,275,275,275,20260904,11,Low,0.11,Approved,Auto Approve,False,7,-10,4,86.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
276,276,276,276,20231231,85,Very High,0.85,Rejected,Reject,False,8,27,1,80.2,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
277,277,277,277,20260823,60,High,0.6,Manual Review,Refer Underwriter,True,72,2,2,91.22,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
278,278,278,278,20260930,50,Medium,0.5,Manual Review,Refer Underwriter,True,20,13,4,98.62,Manual,David,Within SLA,True,UW_AI_v2.0
279,279,279,279,20251210,28,Low,0.28,Approved,Auto Approve,False,5,-7,6,90.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
280,280,280,280,20220904,39,Medium,0.39,Manual Review,Refer Underwriter,True,20,0,2,96.88,Manual,Rahul,Within SLA,True,UW_AI_v1.0
281,281,281,281,20240415,77,High,0.77,Rejected,Reject,False,5,33,3,96.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
282,282,282,282,20260102,46,Medium,0.46,Manual Review,Refer Underwriter,True,74,12,6,75.15,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
283,283,283,283,20220722,71,High,0.71,Rejected,Reject,False,19,23,3,76.93,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
284,284,284,284,20250422,48,Medium,0.48,Manual Review,Refer Underwriter,True,62,9,5,88.75,Manual,David,SLA Breached,True,UW_AI_v2.0
285,285,285,285,20220503,8,Low,0.08,Approved,Auto Approve,False,3,1,5,96.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
286,286,286,286,20230205,81,Very High,0.81,Rejected,Reject,False,10,24,1,84.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
287,287,287,287,20240206,28,Low,0.28,Approved,Auto Approve,False,2,-2,5,97.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
288,288,288,288,20221021,75,High,0.75,Rejected,Reject,False,24,24,3,83.77,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
289,289,289,289,20221007,23,Low,0.23,Approved,Auto Approve,False,7,-1,4,85.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
290,290,290,290,20240602,95,Very High,0.95,Rejected,Reject,False,13,34,2,83.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
291,291,291,291,20260622,54,Medium,0.54,Manual Review,Refer Underwriter,True,45,2,4,86.0,Manual,Priya,SLA Breached,True,UW_AI_v2.0
292,292,292,292,20220717,95,Very High,0.95,Rejected,Reject,False,17,22,5,86.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
293,293,293,293,20240908,22,Low,0.22,Approved,Auto Approve,False,3,-1,5,86.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
294,294,294,294,20260315,98,Very High,0.98,Rejected,Reject,False,11,22,1,82.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
295,295,295,295,20240122,32,Medium,0.32,Approved,Auto Approve,False,6,3,7,84.59,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
296,296,296,296,20220524,33,Medium,0.33,Approved,Auto Approve,False,6,1,4,90.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
297,297,297,297,20230901,77,High,0.77,Rejected,Reject,False,17,17,5,75.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
298,298,298,298,20250509,89,Very High,0.89,Rejected,Reject,False,5,28,6,88.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
299,299,299,299,20250221,49,Medium,0.49,Manual Review,Refer Underwriter,True,88,7,2,75.46,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
300,300,300,300,20220706,11,Low,0.11,Approved,Auto Approve,False,6,-1,2,90.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
301,301,301,301,20250911,49,Medium,0.49,Manual Review,Refer Underwriter,True,72,12,3,84.42,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
302,302,302,302,20230409,93,Very High,0.93,Rejected,Reject,False,15,21,6,86.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
303,303,303,303,20251004,30,Medium,0.3,Approved,Auto Approve,False,4,-5,2,95.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
304,304,304,304,20261130,74,High,0.74,Rejected,Reject,False,18,31,6,91.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
305,305,305,305,20231022,53,Medium,0.53,Manual Review,Refer Underwriter,True,69,1,4,98.16,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
306,306,306,306,20240203,88,Very High,0.88,Rejected,Reject,False,9,23,5,81.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
307,307,307,307,20240812,22,Low,0.22,Approved,Auto Approve,False,6,0,2,84.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
308,308,308,308,20230207,88,Very High,0.88,Rejected,Reject,False,24,26,4,80.53,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
309,309,309,309,20251001,44,Medium,0.44,Manual Review,Refer Underwriter,True,26,1,4,79.49,Manual,John,Within SLA,True,UW_AI_v2.0
310,310,310,310,20260315,22,Low,0.22,Approved,Auto Approve,False,6,-8,1,91.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
311,311,311,311,20220527,51,Medium,0.51,Manual Review,Refer Underwriter,True,37,1,5,91.36,Manual,John,SLA Breached,True,UW_AI_v1.1
312,312,312,312,20250317,5,Low,0.05,Approved,Auto Approve,False,5,3,5,87.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
313,313,313,313,20240513,37,Medium,0.37,Manual Review,Refer Underwriter,True,47,8,7,78.65,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
314,314,314,314,20261001,43,Medium,0.43,Manual Review,Refer Underwriter,True,29,6,1,89.12,Manual,Alice,Within SLA,True,UW_AI_v1.1
315,315,315,315,20230504,27,Low,0.27,Approved,Auto Approve,False,6,3,7,87.68,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
316,316,316,316,20240717,18,Low,0.18,Approved,Auto Approve,False,4,-2,1,89.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
317,317,317,317,20260722,96,Very High,0.96,Rejected,Reject,False,7,19,1,86.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
318,318,318,318,20230705,89,Very High,0.89,Rejected,Reject,False,9,33,4,77.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
319,319,319,319,20221204,48,Medium,0.48,Manual Review,Refer Underwriter,True,75,2,7,85.23,Manual,David,SLA Breached,True,UW_AI_v1.0
320,320,320,320,20240521,41,Medium,0.41,Manual Review,Refer Underwriter,True,36,0,7,82.85,Manual,Priya,SLA Breached,True,UW_AI_v2.0
321,321,321,321,20231003,75,High,0.75,Rejected,Reject,False,22,22,4,81.71,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
322,322,322,322,20261208,80,Very High,0.8,Rejected,Reject,False,6,20,3,91.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
323,323,323,323,20230418,41,Medium,0.41,Manual Review,Refer Underwriter,True,89,8,1,91.7,Manual,John,SLA Breached,True,UW_AI_v2.0
324,324,324,324,20220531,32,Medium,0.32,Approved,Auto Approve,False,7,3,1,99.24,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
325,325,325,325,20251209,11,Low,0.11,Approved,Auto Approve,False,6,3,4,90.8,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
326,326,326,326,20250814,56,Medium,0.56,Manual Review,Refer Underwriter,True,20,9,3,82.41,Manual,David,Within SLA,True,UW_AI_v1.1
