quote_sk,quote_id,customer_sk,channel_sk,date_sk,date,year,quarter,month,month_name,week,day_name,channel_name,gender,customer_age,region,quote_source,device_type,quoted_premium,quote_value_band,days_since_last_contact,quote_status,quote_stage,accepted_offer,conversion_flag,quote_count,policy_issued_flag,conversion_rate,mobile_quote_flag,desktop_quote_flag,high_value_quote,medium_value_quote,low_value_quote
135,Q100134,135,154,20250226,2025-02-26,2025,1,2,February,9,Wednesday,,Male,20,15.0,Aggregator,Mobile,4488.0,Low,247,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
136,Q100135,136,154,20250625,2025-06-25,2025,2,6,June,26,Wednesday,,Male,20,9.0,Mobile App,Mobile,4170.0,Low,291,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
137,Q100136,137,155,20250327,2025-03-27,2025,1,3,March,13,Thursday,,Female,20,14.0,Agent,Tablet,3993.0,Low,32,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
138,Q100137,138,150,20250515,2025-05-15,2025,2,5,May,20,Thursday,,Female,20,33.0,Mobile App,Desktop,4278.0,Low,143,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
139,Q100138,139,154,20250810,2025-08-10,2025,3,8,August,32,Sunday,,Male,20,50.0,Website,Mobile,4297.0,Low,100,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
140,Q100139,140,154,20250327,2025-03-27,2025,1,3,March,13,Thursday,,Male,20,13.0,Website,Mobile,4121.0,Low,206,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
141,Q100140,141,154,20251221,2025-12-21,2025,4,12,December,51,Sunday,,Male,20,24.0,Mobile App,Desktop,3712.0,Low,53,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
142,Q100141,142,154,20250923,2025-09-23,2025,3,9,September,39,Tuesday,,Female,20,36.0,Mobile App,Mobile,3788.0,Low,290,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
143,Q100142,143,154,20250906,2025-09-06,2025,3,9,September,36,Saturday,,Female,20,8.0,Agent,Mobile,4148.0,Low,215,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
144,Q100143,144,150,20250802,2025-08-02,2025,3,8,August,31,Saturday,,Female,20,41.0,Mobile App,Tablet,4242.0,Low,19,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
145,Q100144,145,154,20250722,2025-07-22,2025,3,7,July,30,Tuesday,,Male,20,50.0,Website,Desktop,4041.0,Low,208,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
146,Q100145,146,154,20250308,2025-03-08,2025,1,3,March,10,Saturday,,Female,20,45.0,Website,Desktop,4324.0,Low,44,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
147,Q100146,147,154,20250705,2025-07-05,2025,3,7,July,27,Saturday,,Female,20,46.0,Agent,Desktop,4068.0,Low,137,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
148,Q100147,148,154,20250408,2025-04-08,2025,2,4,April,15,Tuesday,,Male,20,21.0,Mobile App,Mobile,3938.0,Low,205,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
149,Q100148,149,154,20251217,2025-12-17,2025,4,12,December,51,Wednesday,,Female,20,20.0,Agent,Desktop,4028.0,Low,145,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
150,Q100149,150,154,20250917,2025-09-17,2025,3,9,September,38,Wednesday,,Male,20,31.0,Mobile App,Desktop,4422.0,Low,17,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
151,Q100150,151,154,20250610,2025-06-10,2025,2,6,June,24,Tuesday,,Male,20,29.0,Agent,Mobile,4139.0,Low,262,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
152,Q100151,152,154,20250814,2025-08-14,2025,3,8,August,33,Thursday,,Male,20,9.0,Aggregator,Mobile,3880.0,Low,74,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
153,Q100152,153,120,20250918,2025-09-18,2025,3,9,September,38,Thursday,Partner,Male,20,28.0,Agent,Desktop,4190.0,Low,149,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
154,Q100153,154,154,20250420,2025-04-20,2025,2,4,April,16,Sunday,,Female,20,2.0,Aggregator,Mobile,3677.0,Low,43,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
155,Q100154,155,154,20250701,2025-07-01,2025,3,7,July,27,Tuesday,,Male,20,17.0,Aggregator,Desktop,3784.0,Low,156,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
156,Q100155,156,154,20250816,2025-08-16,2025,3,8,August,33,Saturday,,Female,20,47.0,Aggregator,Desktop,3850.0,Low,159,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
157,Q100156,157,154,20250601,2025-06-01,2025,2,6,June,22,Sunday,,Male,20,28.0,Agent,Desktop,4989.0,Medium,167,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
158,Q100157,158,154,20250411,2025-04-11,2025,2,4,April,15,Friday,,Male,20,14.0,Agent,Mobile,4429.0,Low,207,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
159,Q100158,159,154,20250321,2025-03-21,2025,1,3,March,12,Friday,,Female,20,41.0,Mobile App,Tablet,4579.0,Medium,115,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
160,Q100159,160,154,20250808,2025-08-08,2025,3,8,August,32,Friday,,Male,20,15.0,Aggregator,Mobile,3682.0,Low,281,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
161,Q100160,161,154,20250503,2025-05-03,2025,2,5,May,18,Saturday,,Female,20,36.0,Website,Tablet,3697.0,Low,262,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
162,Q100161,162,154,20250223,2025-02-23,2025,1,2,February,8,Sunday,,Female,20,50.0,Mobile App,Desktop,4152.0,Low,55,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
163,Q100162,163,154,20250605,2025-06-05,2025,2,6,June,23,Thursday,,Female,20,26.0,Aggregator,Desktop,4056.0,Low,234,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
164,Q100163,164,154,20250406,2025-04-06,2025,2,4,April,14,Sunday,,Male,20,6.0,Mobile App,Desktop,4223.0,Low,239,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
165,Q100164,165,154,20250701,2025-07-01,2025,3,7,July,27,Tuesday,,Female,20,3.0,Mobile App,Mobile,4377.0,Low,256,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
166,Q100165,166,120,20250705,2025-07-05,2025,3,7,July,27,Saturday,Partner,Female,20,28.0,Aggregator,Mobile,4454.0,Low,103,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
167,Q100166,167,154,20251103,2025-11-03,2025,4,11,November,45,Monday,,Male,20,36.0,Website,Mobile,3748.0,Low,158,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
168,Q100167,168,154,20250704,2025-07-04,2025,3,7,July,27,Friday,,Female,20,36.0,Aggregator,Desktop,4333.0,Low,125,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
169,Q100168,169,154,20251111,2025-11-11,2025,4,11,November,46,Tuesday,,Male,20,15.0,Mobile App,Mobile,4521.0,Medium,143,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
170,Q100169,170,154,20250105,2025-01-05,2025,1,1,January,1,Sunday,,Female,20,43.0,Website,Mobile,4375.0,Low,297,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
171,Q100170,171,154,20250118,2025-01-18,2025,1,1,January,3,Saturday,,Female,20,36.0,Mobile App,Mobile,4636.0,Medium,88,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
172,Q100171,172,151,20250829,2025-08-29,2025,3,8,August,35,Friday,,Female,20,8.0,Mobile App,Mobile,4196.0,Low,26,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
173,Q100172,173,154,20251212,2025-12-12,2025,4,12,December,50,Friday,,Female,20,46.0,Agent,Mobile,4610.0,Medium,206,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
174,Q100173,174,154,20251205,2025-12-05,2025,4,12,December,49,Friday,,Male,20,27.0,Aggregator,Desktop,4388.0,Low,221,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
175,Q100174,175,154,20250722,2025-07-22,2025,3,7,July,30,Tuesday,,Male,20,11.0,Agent,Tablet,4262.0,Low,46,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
176,Q100175,176,154,20251130,2025-11-30,2025,4,11,November,48,Sunday,,Male,20,27.0,Mobile App,Mobile,4592.0,Medium,244,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
177,Q100176,177,154,20250401,2025-04-01,2025,2,4,April,14,Tuesday,,Male,20,30.0,Aggregator,Mobile,4111.0,Low,74,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
178,Q100177,178,154,20251023,2025-10-23,2025,4,10,October,43,Thursday,,Female,20,3.0,Agent,Mobile,4292.0,Low,183,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
179,Q100178,179,154,20251226,2025-12-26,2025,4,12,December,52,Friday,,Female,20,36.0,Mobile App,Desktop,4418.0,Low,85,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
180,Q100179,180,154,20250721,2025-07-21,2025,3,7,July,30,Monday,,Female,20,15.0,Mobile App,Mobile,3654.0,Low,207,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
181,Q100180,181,154,20250201,2025-02-01,2025,1,2,February,5,Saturday,,Male,20,6.0,Mobile App,Mobile,3867.0,Low,136,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
182,Q100181,182,154,20250702,2025-07-02,2025,3,7,July,27,Wednesday,,Male,20,44.0,Aggregator,Desktop,4152.0,Low,241,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
183,Q100182,183,150,20250905,2025-09-05,2025,3,9,September,36,Friday,,Male,20,28.0,Mobile App,Mobile,4416.0,Low,160,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
184,Q100183,184,154,20250119,2025-01-19,2025,1,1,January,3,Sunday,,Male,20,9.0,Agent,Mobile,4047.0,Low,171,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
185,Q100184,185,154,20250825,2025-08-25,2025,3,8,August,35,Monday,,Female,20,22.0,Mobile App,Mobile,4520.0,Medium,28,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
186,Q100185,186,150,20250418,2025-04-18,2025,2,4,April,16,Friday,,Male,20,28.0,Aggregator,Mobile,4944.0,Medium,252,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
187,Q100186,187,154,20250216,2025-02-16,2025,1,2,February,7,Sunday,,Female,20,46.0,Website,Desktop,4042.0,Low,173,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
188,Q100187,188,154,20250124,2025-01-24,2025,1,1,January,4,Friday,,Male,20,9.0,Agent,Mobile,3856.0,Low,201,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
189,Q100188,189,154,20250806,2025-08-06,2025,3,8,August,32,Wednesday,,Male,20,26.0,Mobile App,Mobile,3664.0,Low,164,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
190,Q100189,190,154,20251004,2025-10-04,2025,4,10,October,40,Saturday,,Male,20,28.0,Website,Mobile,4507.0,Medium,248,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
191,Q100190,191,154,20250825,2025-08-25,2025,3,8,August,35,Monday,,Male,20,27.0,Website,Desktop,4203.0,Low,293,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
192,Q100191,192,154,20251114,2025-11-14,2025,4,11,November,46,Friday,,Male,20,21.0,Aggregator,Desktop,4541.0,Medium,221,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
193,Q100192,193,154,20250828,2025-08-28,2025,3,8,August,35,Thursday,,Female,20,8.0,Agent,Desktop,4110.0,Low,291,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
194,Q100193,194,154,20250828,2025-08-28,2025,3,8,August,35,Thursday,,Male,20,42.0,Mobile App,Desktop,4340.0,Low,292,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
195,Q100194,195,154,20250509,2025-05-09,2025,2,5,May,19,Friday,,Female,20,6.0,Mobile App,Mobile,4224.0,Low,51,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
196,Q100195,196,154,20250811,2025-08-11,2025,3,8,August,33,Monday,,Male,20,42.0,Agent,Desktop,4513.0,Medium,246,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
197,Q100196,197,154,20250908,2025-09-08,2025,3,9,September,37,Monday,,Male,20,46.0,Aggregator,Desktop,4392.0,Low,159,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
198,Q100197,198,150,20250110,2025-01-10,2025,1,1,January,2,Friday,,Male,20,39.0,Agent,Mobile,4390.0,Low,123,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
199,Q100198,199,154,20250902,2025-09-02,2025,3,9,September,36,Tuesday,,Female,20,2.0,Website,Mobile,4213.0,Low,94,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
200,Q100199,200,154,20250223,2025-02-23,2025,1,2,February,8,Sunday,,Male,20,36.0,Aggregator,Desktop,3745.0,Low,200,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
201,Q100200,201,150,20250409,2025-04-09,2025,2,4,April,15,Wednesday,,Male,20,17.0,Agent,Desktop,5049.0,Medium,66,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
202,Q100201,202,154,20251025,2025-10-25,2025,4,10,October,43,Saturday,,Female,20,30.0,Aggregator,Mobile,4383.0,Low,14,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
203,Q100202,203,154,20250924,2025-09-24,2025,3,9,September,39,Wednesday,,Female,20,15.0,Aggregator,Mobile,4134.0,Low,84,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
204,Q100203,204,154,20250204,2025-02-04,2025,1,2,February,6,Tuesday,,Male,20,45.0,Aggregator,Desktop,4056.0,Low,269,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
205,Q100204,205,154,20250721,2025-07-21,2025,3,7,July,30,Monday,,Male,20,42.0,Aggregator,Desktop,3880.0,Low,217,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
206,Q100205,206,154,20250612,2025-06-12,2025,2,6,June,24,Thursday,,Male,20,25.0,Agent,Desktop,4398.0,Low,90,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
207,Q100206,207,154,20250118,2025-01-18,2025,1,1,January,3,Saturday,,Female,20,43.0,Agent,Mobile,4304.0,Low,197,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
208,Q100207,208,154,20250623,2025-06-23,2025,2,6,June,26,Monday,,Male,20,36.0,Mobile App,Desktop,3820.0,Low,80,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
209,Q100208,209,154,20250206,2025-02-06,2025,1,2,February,6,Thursday,,Female,20,2.0,Website,Mobile,4190.0,Low,29,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
210,Q100209,210,154,20250517,2025-05-17,2025,2,5,May,20,Saturday,,Female,20,50.0,Aggregator,Desktop,3685.0,Low,79,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
211,Q100210,211,154,20250113,2025-01-13,2025,1,1,January,3,Monday,,Female,20,13.0,Agent,Mobile,4174.0,Low,109,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
212,Q100211,212,154,20251028,2025-10-28,2025,4,10,October,44,Tuesday,,Male,20,26.0,Website,Mobile,3809.0,Low,295,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
213,Q100212,213,154,20250806,2025-08-06,2025,3,8,August,32,Wednesday,,Female,20,32.0,Website,Mobile,4488.0,Low,38,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
214,Q100213,214,154,20251217,2025-12-17,2025,4,12,December,51,Wednesday,,Male,20,30.0,Aggregator,Mobile,4348.0,Low,223,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
215,Q100214,215,154,20250308,2025-03-08,2025,1,3,March,10,Saturday,,Male,20,36.0,Website,Mobile,3892.0,Low,143,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
216,Q100215,216,154,20250818,2025-08-18,2025,3,8,August,34,Monday,,Female,20,50.0,Website,Mobile,3735.0,Low,236,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
217,Q100216,217,154,20250621,2025-06-21,2025,2,6,June,25,Saturday,,Male,20,13.0,Aggregator,Mobile,4445.0,Low,44,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
218,Q100217,218,154,20250928,2025-09-28,2025,3,9,September,39,Sunday,,Male,20,24.0,Aggregator,Mobile,4227.0,Low,86,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
219,Q100218,219,154,20250330,2025-03-30,2025,1,3,March,13,Sunday,,Female,20,47.0,Agent,Mobile,4331.0,Low,272,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
220,Q100219,220,154,20250522,2025-05-22,2025,2,5,May,21,Thursday,,Male,20,3.0,Mobile App,Desktop,4206.0,Low,183,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
221,Q100220,221,154,20250208,2025-02-08,2025,1,2,February,6,Saturday,,Male,20,46.0,Website,Desktop,4223.0,Low,197,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
222,Q100221,222,154,20250907,2025-09-07,2025,3,9,September,36,Sunday,,Male,20,8.0,Mobile App,Mobile,4602.0,Medium,41,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
223,Q100222,223,154,20250208,2025-02-08,2025,1,2,February,6,Saturday,,Female,20,50.0,Mobile App,Mobile,4295.0,Low,279,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
224,Q100223,224,154,20250409,2025-04-09,2025,2,4,April,15,Wednesday,,Female,20,22.0,Agent,Desktop,4445.0,Low,103,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
225,Q100224,225,154,20250519,2025-05-19,2025,2,5,May,21,Monday,,Male,20,11.0,Agent,Tablet,3677.0,Low,187,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
226,Q100225,226,154,20251113,2025-11-13,2025,4,11,November,46,Thursday,,Female,20,28.0,Website,Mobile,4269.0,Low,164,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
227,Q100226,227,150,20250730,2025-07-30,2025,3,7,July,31,Wednesday,,Male,20,31.0,Aggregator,Mobile,4705.0,Medium,202,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
228,Q100227,228,154,20251123,2025-11-23,2025,4,11,November,47,Sunday,,Male,20,3.0,Agent,Desktop,3989.0,Low,236,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
229,Q100228,229,120,20251223,2025-12-23,2025,4,12,December,52,Tuesday,Partner,Male,20,8.0,Agent,Tablet,4947.0,Medium,167,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
230,Q100229,230,150,20251204,2025-12-04,2025,4,12,December,49,Thursday,,Female,20,12.0,Agent,Mobile,5107.0,Medium,109,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
231,Q100230,231,154,20251105,2025-11-05,2025,4,11,November,45,Wednesday,,Female,20,46.0,Website,Mobile,3980.0,Low,169,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
232,Q100231,232,154,20250920,2025-09-20,2025,3,9,September,38,Saturday,,Male,20,32.0,Website,Desktop,4289.0,Low,64,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
233,Q100232,233,150,20250401,2025-04-01,2025,2,4,April,14,Tuesday,,Male,20,12.0,Website,Mobile,5405.0,Medium,206,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
234,Q100233,234,154,20250619,2025-06-19,2025,2,6,June,25,Thursday,,Female,20,37.0,Mobile App,Mobile,3997.0,Low,140,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
235,Q100234,235,154,20250906,2025-09-06,2025,3,9,September,36,Saturday,,Female,20,36.0,Website,Desktop,4122.0,Low,31,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
236,Q100235,236,150,20250114,2025-01-14,2025,1,1,January,3,Tuesday,,Female,20,15.0,Aggregator,Mobile,4380.0,Low,47,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
237,Q100236,237,154,20251004,2025-10-04,2025,4,10,October,40,Saturday,,Male,20,22.0,Aggregator,Mobile,3839.0,Low,235,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
238,Q100237,238,154,20250526,2025-05-26,2025,2,5,May,22,Monday,,Male,20,47.0,Agent,Desktop,3874.0,Low,121,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
239,Q100238,239,154,20251117,2025-11-17,2025,4,11,November,47,Monday,,Male,20,37.0,Mobile App,Tablet,4034.0,Low,246,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
240,Q100239,240,154,20250704,2025-07-04,2025,3,7,July,27,Friday,,Female,20,15.0,Website,Mobile,4026.0,Low,161,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
241,Q100240,241,154,20250824,2025-08-24,2025,3,8,August,34,Sunday,,Female,20,38.0,Website,Mobile,3932.0,Low,234,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
242,Q100241,242,154,20250328,2025-03-28,2025,1,3,March,13,Friday,,Male,20,35.0,Mobile App,Desktop,4607.0,Medium,126,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
243,Q100242,243,150,20250706,2025-07-06,2025,3,7,July,27,Sunday,,Female,20,28.0,Website,Mobile,4782.0,Medium,109,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
244,Q100243,244,154,20250823,2025-08-23,2025,3,8,August,34,Saturday,,Male,20,36.0,Website,Desktop,4277.0,Low,146,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
245,Q100244,245,154,20250801,2025-08-01,2025,3,8,August,31,Friday,,Male,20,37.0,Aggregator,Mobile,4622.0,Medium,288,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
246,Q100245,246,154,20250628,2025-06-28,2025,2,6,June,26,Saturday,,Male,20,36.0,Agent,Mobile,4394.0,Low,31,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
247,Q100246,247,154,20250513,2025-05-13,2025,2,5,May,20,Tuesday,,Female,20,36.0,Mobile App,Mobile,3908.0,Low,266,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
248,Q100247,248,154,20250124,2025-01-24,2025,1,1,January,4,Friday,,Female,20,5.0,Website,Mobile,4008.0,Low,260,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
249,Q100248,249,154,20251007,2025-10-07,2025,4,10,October,41,Tuesday,,Female,20,46.0,Mobile App,Desktop,4359.0,Low,71,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
250,Q100249,250,154,20250903,2025-09-03,2025,3,9,September,36,Wednesday,,Male,20,30.0,Website,Mobile,4105.0,Low,219,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
251,Q100250,251,154,20250118,2025-01-18,2025,1,1,January,3,Saturday,,Male,20,47.0,Website,Mobile,4060.0,Low,73,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
252,Q100251,252,154,20251121,2025-11-21,2025,4,11,November,47,Friday,,Female,20,46.0,Agent,Mobile,4298.0,Low,99,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
253,Q100252,253,154,20250322,2025-03-22,2025,1,3,March,12,Saturday,,Male,20,6.0,Agent,Mobile,3967.0,Low,35,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
254,Q100253,254,154,20251003,2025-10-03,2025,4,10,October,40,Friday,,Male,20,39.0,Website,Mobile,4326.0,Low,127,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
255,Q100254,255,150,20250917,2025-09-17,2025,3,9,September,38,Wednesday,,Female,20,28.0,Aggregator,Mobile,4374.0,Low,85,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
256,Q100255,256,154,20250405,2025-04-05,2025,2,4,April,14,Saturday,,Female,20,36.0,Agent,Desktop,4468.0,Low,190,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
257,Q100256,257,150,20250703,2025-07-03,2025,3,7,July,27,Thursday,,Female,20,29.0,Website,Desktop,4383.0,Low,204,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
258,Q100257,258,154,20250811,2025-08-11,2025,3,8,August,33,Monday,,Female,20,32.0,Website,Mobile,4333.0,Low,57,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
259,Q100258,259,151,20250426,2025-04-26,2025,2,4,April,17,Saturday,,Female,20,28.0,Aggregator,Mobile,4313.0,Low,174,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
260,Q100259,260,154,20250312,2025-03-12,2025,1,3,March,11,Wednesday,,Male,20,6.0,Website,Mobile,4624.0,Medium,161,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
261,Q100260,261,120,20250821,2025-08-21,2025,3,8,August,34,Thursday,Partner,Male,20,45.0,Website,Mobile,4976.0,Medium,135,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
262,Q100261,262,154,20250714,2025-07-14,2025,3,7,July,29,Monday,,Female,20,43.0,Agent,Mobile,4023.0,Low,46,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
263,Q100262,263,154,20251214,2025-12-14,2025,4,12,December,50,Sunday,,Female,20,36.0,Mobile App,Mobile,4321.0,Low,11,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
264,Q100263,264,150,20250107,2025-01-07,2025,1,1,January,2,Tuesday,,Male,20,30.0,Aggregator,Mobile,4757.0,Medium,246,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
265,Q100264,265,154,20251220,2025-12-20,2025,4,12,December,51,Saturday,,Male,20,45.0,Aggregator,Mobile,4121.0,Low,238,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
266,Q100265,266,154,20250715,2025-07-15,2025,3,7,July,29,Tuesday,,Male,20,15.0,Mobile App,Mobile,3882.0,Low,204,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
267,Q100266,267,154,20250618,2025-06-18,2025,2,6,June,25,Wednesday,,Female,20,25.0,Aggregator,Desktop,4341.0,Low,15,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
268,Q100267,268,154,20251026,2025-10-26,2025,4,10,October,43,Sunday,,Male,20,50.0,Mobile App,Mobile,3762.0,Low,132,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
269,Q100268,269,154,20250901,2025-09-01,2025,3,9,September,36,Monday,,Male,20,8.0,Aggregator,Desktop,4479.0,Low,35,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
270,Q100269,270,154,20251214,2025-12-14,2025,4,12,December,50,Sunday,,Female,20,43.0,Agent,Desktop,4146.0,Low,74,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
