claim_sk,claim_id,policy_sk,vehicle_sk,date_sk,date,year,quarter,month,month_name,week,financial_year,policy_type,coverage_type,policy_status,policy_tenure_band,make,model,segment,fuel_type,vehicle_age_band,premium_vehicle,safety_rating,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band,claim_count,paid_claim,high_fraud,high_severity,fast_settlement,delayed_settlement
120,CLM100119,120,120,20260809,2026-08-09,2026,3,8,August,32,2026-2027,Comprehensive,Basic,Expired,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
121,CLM100120,121,121,20260908,2026-09-08,2026,3,9,September,37,2026-2027,Third Party,Gold,Active,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
122,CLM100121,122,122,20260412,2026-04-12,2026,2,4,April,15,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
123,CLM100122,123,123,20260511,2026-05-11,2026,2,5,May,20,2026-2027,Third Party,Basic,Active,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
124,CLM100123,124,124,20251214,2025-12-14,2025,4,12,December,50,2025-2026,Third Party,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
125,CLM100124,125,125,20250302,2025-03-02,2025,1,3,March,9,2024-2025,Comprehensive,Basic,Active,6-12 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
126,CLM100125,126,126,20260819,2026-08-19,2026,3,8,August,34,2026-2027,Third Party,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
127,CLM100126,127,127,20261009,2026-10-09,2026,4,10,October,41,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
128,CLM100127,128,128,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
129,CLM100128,129,129,20260630,2026-06-30,2026,2,6,June,27,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
130,CLM100129,130,130,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,6-12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
131,CLM100130,131,131,20260223,2026-02-23,2026,1,2,February,9,2025-2026,Third Party,Basic,Active,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
132,CLM100131,132,132,20261004,2026-10-04,2026,4,10,October,40,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,27106,Medium,1.0,True,Medium,Low,19,Delayed,1,True,0,0,0,1
133,CLM100132,133,133,20260513,2026-05-13,2026,2,5,May,20,2026-2027,Comprehensive,Basic,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
134,CLM100133,134,134,20260113,2026-01-13,2026,1,1,January,3,2025-2026,Comprehensive,Gold,Active,6-12 Months,4,M11,C1,Petrol,New,False,Average,27833,Medium,1.0,True,Medium,Low,21,Delayed,1,True,0,0,0,1
135,CLM100134,135,135,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
136,CLM100135,136,136,20260111,2026-01-11,2026,1,1,January,2,2025-2026,Third Party,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
137,CLM100136,137,137,20261018,2026-10-18,2026,4,10,October,42,2026-2027,Comprehensive,Gold,Expired,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
138,CLM100137,138,138,20250719,2025-07-19,2025,3,7,July,29,2025-2026,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
139,CLM100138,139,139,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Cancelled,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
140,CLM100139,140,140,20251002,2025-10-02,2025,4,10,October,40,2025-2026,Comprehensive,Basic,Active,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
141,CLM100140,141,141,20260919,2026-09-19,2026,3,9,September,38,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
142,CLM100141,142,142,20260116,2026-01-16,2026,1,1,January,3,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
143,CLM100142,143,143,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
144,CLM100143,144,144,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
145,CLM100144,145,145,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
146,CLM100145,146,146,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Cancelled,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
147,CLM100146,147,147,20250831,2025-08-31,2025,3,8,August,35,2025-2026,Third Party,Gold,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
148,CLM100147,148,148,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
149,CLM100148,149,149,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
150,CLM100149,150,150,20260921,2026-09-21,2026,3,9,September,39,2026-2027,Comprehensive,Basic,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,100739,Very High,1.0,True,High,Low,16,Delayed,1,True,0,1,0,1
151,CLM100150,151,151,20260605,2026-06-05,2026,2,6,June,23,2026-2027,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
152,CLM100151,152,152,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
153,CLM100152,153,153,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
154,CLM100153,154,154,20260502,2026-05-02,2026,2,5,May,18,2026-2027,Third Party,Silver,Active,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
155,CLM100154,155,155,20261115,2026-11-15,2026,4,11,November,46,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
156,CLM100155,156,156,20260503,2026-05-03,2026,2,5,May,18,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
157,CLM100156,157,157,20260106,2026-01-06,2026,1,1,January,2,2025-2026,Comprehensive,Gold,Active,> 12 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
158,CLM100157,158,158,20251221,2025-12-21,2025,4,12,December,51,2025-2026,Comprehensive,Basic,Expired,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
159,CLM100158,159,159,20260509,2026-05-09,2026,2,5,May,19,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
160,CLM100159,160,160,20260918,2026-09-18,2026,3,9,September,38,2026-2027,Third Party,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
161,CLM100160,161,161,20260311,2026-03-11,2026,1,3,March,11,2025-2026,Third Party,Gold,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
162,CLM100161,162,162,20261217,2026-12-17,2026,4,12,December,51,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
163,CLM100162,163,163,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Expired,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
164,CLM100163,164,164,20260119,2026-01-19,2026,1,1,January,4,2025-2026,Third Party,Silver,Expired,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
165,CLM100164,165,165,20260724,2026-07-24,2026,3,7,July,30,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,35031,Medium,1.0,True,Medium,Low,19,Delayed,1,True,0,0,0,1
166,CLM100165,166,166,20261102,2026-11-02,2026,4,11,November,45,2026-2027,Comprehensive,Silver,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
167,CLM100166,167,167,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
168,CLM100167,168,168,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
169,CLM100168,169,169,20261024,2026-10-24,2026,4,10,October,43,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
170,CLM100169,170,170,20250916,2025-09-16,2025,3,9,September,38,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
171,CLM100170,171,171,20251008,2025-10-08,2025,4,10,October,41,2025-2026,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
172,CLM100171,172,172,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
173,CLM100172,173,173,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
174,CLM100173,174,174,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
175,CLM100174,175,175,20261205,2026-12-05,2026,4,12,December,49,2026-2027,Comprehensive,Gold,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
176,CLM100175,176,176,20260819,2026-08-19,2026,3,8,August,34,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
177,CLM100176,177,177,20250821,2025-08-21,2025,3,8,August,34,2025-2026,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
178,CLM100177,178,178,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
179,CLM100178,179,179,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
180,CLM100179,180,180,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
181,CLM100180,181,181,20251125,2025-11-25,2025,4,11,November,48,2025-2026,Third Party,Silver,Active,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
182,CLM100181,182,182,20261223,2026-12-23,2026,4,12,December,52,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
183,CLM100182,183,183,20261025,2026-10-25,2026,4,10,October,43,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
184,CLM100183,184,184,20260311,2026-03-11,2026,1,3,March,11,2025-2026,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
185,CLM100184,185,185,20260114,2026-01-14,2026,1,1,January,3,2025-2026,Third Party,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
186,CLM100185,186,186,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
187,CLM100186,187,187,20261202,2026-12-02,2026,4,12,December,49,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
188,CLM100187,188,188,20250514,2025-05-14,2025,2,5,May,20,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
189,CLM100188,189,189,20251226,2025-12-26,2025,4,12,December,52,2025-2026,Comprehensive,Basic,Cancelled,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
190,CLM100189,190,190,20251104,2025-11-04,2025,4,11,November,45,2025-2026,Third Party,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
191,CLM100190,191,191,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
192,CLM100191,192,192,20260721,2026-07-21,2026,3,7,July,30,2026-2027,Third Party,Basic,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
193,CLM100192,193,193,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
194,CLM100193,194,194,20260509,2026-05-09,2026,2,5,May,19,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
195,CLM100194,195,195,20260627,2026-06-27,2026,2,6,June,26,2026-2027,Third Party,Gold,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
196,CLM100195,196,196,20261017,2026-10-17,2026,4,10,October,42,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
197,CLM100196,197,197,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
198,CLM100197,198,198,20250618,2025-06-18,2025,2,6,June,25,2025-2026,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
199,CLM100198,199,199,20251123,2025-11-23,2025,4,11,November,47,2025-2026,Comprehensive,Gold,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
200,CLM100199,200,200,20260514,2026-05-14,2026,2,5,May,20,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
201,CLM100200,201,201,20260110,2026-01-10,2026,1,1,January,2,2025-2026,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
202,CLM100201,202,202,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Expired,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
203,CLM100202,203,203,20260514,2026-05-14,2026,2,5,May,20,2026-2027,Third Party,Basic,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
204,CLM100203,204,204,20250905,2025-09-05,2025,3,9,September,36,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
205,CLM100204,205,205,20251220,2025-12-20,2025,4,12,December,51,2025-2026,Comprehensive,Silver,Active,6-12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
206,CLM100205,206,206,20260816,2026-08-16,2026,3,8,August,33,2026-2027,Comprehensive,Silver,Cancelled,> 12 Months,1,M6,B2,Petrol,New,False,Poor,142005,Very High,1.0,True,High,Low,14,Delayed,1,True,0,1,0,1
207,CLM100206,207,207,20251207,2025-12-07,2025,4,12,December,49,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
208,CLM100207,208,208,20260428,2026-04-28,2026,2,4,April,18,2026-2027,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
209,CLM100208,209,209,20261107,2026-11-07,2026,4,11,November,45,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
210,CLM100209,210,210,20251230,2025-12-30,2025,4,12,December,1,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
211,CLM100210,211,211,20260707,2026-07-07,2026,3,7,July,28,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
212,CLM100211,212,212,20260419,2026-04-19,2026,2,4,April,16,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
213,CLM100212,213,213,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
214,CLM100213,214,214,20260804,2026-08-04,2026,3,8,August,32,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
215,CLM100214,215,215,20250808,2025-08-08,2025,3,8,August,32,2025-2026,Comprehensive,Basic,Expired,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
216,CLM100215,216,216,20260322,2026-03-22,2026,1,3,March,12,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
217,CLM100216,217,217,20260611,2026-06-11,2026,2,6,June,24,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,99707,High,1.0,True,High,Low,6,Standard,1,True,0,1,0,0
218,CLM100217,218,218,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
219,CLM100218,219,219,20260412,2026-04-12,2026,2,4,April,15,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
220,CLM100219,220,220,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
221,CLM100220,221,221,20260416,2026-04-16,2026,2,4,April,16,2026-2027,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
222,CLM100221,222,222,20260917,2026-09-17,2026,3,9,September,38,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
223,CLM100222,223,223,20260802,2026-08-02,2026,3,8,August,31,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
224,CLM100223,224,224,20251002,2025-10-02,2025,4,10,October,40,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
225,CLM100224,225,225,20251112,2025-11-12,2025,4,11,November,46,2025-2026,Third Party,Basic,Expired,< 6 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
226,CLM100225,226,226,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
227,CLM100226,227,227,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
228,CLM100227,228,228,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
229,CLM100228,229,229,20261225,2026-12-25,2026,4,12,December,52,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
230,CLM100229,230,230,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
231,CLM100230,231,231,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
232,CLM100231,232,232,20260319,2026-03-19,2026,1,3,March,12,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
233,CLM100232,233,233,20260619,2026-06-19,2026,2,6,June,25,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
234,CLM100233,234,234,20260512,2026-05-12,2026,2,5,May,20,2026-2027,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
235,CLM100234,235,235,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
236,CLM100235,236,236,20251102,2025-11-02,2025,4,11,November,44,2025-2026,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
237,CLM100236,237,237,20260326,2026-03-26,2026,1,3,March,13,2025-2026,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
238,CLM100237,238,238,20260605,2026-06-05,2026,2,6,June,23,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,35236,Medium,1.0,True,Medium,Low,19,Delayed,1,True,0,0,0,1
239,CLM100238,239,239,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
240,CLM100239,240,240,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
