customer_sk,customer_id,gender,customer_age,age_band,has_driving_license,driving_license_status,previously_insured,insurance_history,customer_segment,region,risk_profile
306,CUST000306,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
307,CUST000307,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
308,CUST000308,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
309,CUST000309,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
310,CUST000310,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
311,CUST000311,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
312,CUST000312,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,5.0,High
313,CUST000313,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
314,CUST000314,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
315,CUST000315,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
316,CUST000316,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,27.0,High
317,CUST000317,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
318,CUST000318,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
319,CUST000319,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,35.0,High
320,CUST000320,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
321,CUST000321,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,4.0,High
322,CUST000322,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
323,CUST000323,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,2.0,High
324,CUST000324,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,49.0,High
325,CUST000325,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
326,CUST000326,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,43.0,High
327,CUST000327,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
328,CUST000328,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
329,CUST000329,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
330,CUST000330,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
331,CUST000331,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
332,CUST000332,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,32.0,High
333,CUST000333,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,4.0,High
334,CUST000334,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
335,CUST000335,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
336,CUST000336,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
337,CUST000337,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
338,CUST000338,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
339,CUST000339,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,9.0,High
340,CUST000340,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
341,CUST000341,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
342,CUST000342,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
343,CUST000343,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,46.0,High
344,CUST000344,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
345,CUST000345,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
346,CUST000346,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
347,CUST000347,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
348,CUST000348,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
349,CUST000349,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,10.0,High
350,CUST000350,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,7.0,High
351,CUST000351,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
352,CUST000352,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
353,CUST000353,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
354,CUST000354,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
355,CUST000355,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
356,CUST000356,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
357,CUST000357,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,24.0,High
358,CUST000358,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
359,CUST000359,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
360,CUST000360,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
361,CUST000361,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
362,CUST000362,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
363,CUST000363,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
364,CUST000364,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
365,CUST000365,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,13.0,High
366,CUST000366,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,37.0,High
367,CUST000367,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,43.0,High
368,CUST000368,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
369,CUST000369,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
370,CUST000370,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
371,CUST000371,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
372,CUST000372,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
373,CUST000373,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,20.0,High
374,CUST000374,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,41.0,High
375,CUST000375,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,11.0,High
376,CUST000376,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,22.0,High
377,CUST000377,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
378,CUST000378,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,17.0,High
379,CUST000379,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
380,CUST000380,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
381,CUST000381,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,24.0,High
382,CUST000382,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
383,CUST000383,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
384,CUST000384,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,2.0,High
385,CUST000385,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
386,CUST000386,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
387,CUST000387,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
388,CUST000388,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
389,CUST000389,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
390,CUST000390,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,22.0,High
391,CUST000391,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
392,CUST000392,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,2.0,High
393,CUST000393,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
394,CUST000394,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
395,CUST000395,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,4.0,High
396,CUST000396,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,17.0,High
397,CUST000397,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
398,CUST000398,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
399,CUST000399,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,50.0,High
400,CUST000400,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
401,CUST000401,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
402,CUST000402,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
403,CUST000403,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
404,CUST000404,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
405,CUST000405,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,6.0,High
406,CUST000406,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,46.0,High
407,CUST000407,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
408,CUST000408,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
409,CUST000409,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,37.0,High
410,CUST000410,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
411,CUST000411,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,44.0,High
412,CUST000412,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
413,CUST000413,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
414,CUST000414,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,14.0,High
415,CUST000415,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
416,CUST000416,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
417,CUST000417,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
418,CUST000418,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
419,CUST000419,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,13.0,High
420,CUST000420,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
421,CUST000421,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
422,CUST000422,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
423,CUST000423,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
424,CUST000424,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,2.0,High
425,CUST000425,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,46.0,High
426,CUST000426,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
427,CUST000427,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,37.0,High
428,CUST000428,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
429,CUST000429,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
430,CUST000430,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
431,CUST000431,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
432,CUST000432,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
433,CUST000433,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,14.0,High
434,CUST000434,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
435,CUST000435,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
436,CUST000436,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
437,CUST000437,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
438,CUST000438,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,27.0,High
439,CUST000439,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
440,CUST000440,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,2.0,High
441,CUST000441,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
442,CUST000442,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,26.0,High
443,CUST000443,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,16.0,High
444,CUST000444,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
445,CUST000445,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
446,CUST000446,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
447,CUST000447,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,13.0,High
448,CUST000448,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,27.0,High
449,CUST000449,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
450,CUST000450,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
451,CUST000451,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,1.0,High
452,CUST000452,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
453,CUST000453,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
454,CUST000454,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
455,CUST000455,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
456,CUST000456,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,26.0,High
457,CUST000457,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
458,CUST000458,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,13.0,High
459,CUST000459,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,26.0,High
460,CUST000460,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,31.0,High
461,CUST000461,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
462,CUST000462,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,24.0,High
463,CUST000463,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
464,CUST000464,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
465,CUST000465,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
466,CUST000466,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
467,CUST000467,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,2.0,High
468,CUST000468,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
469,CUST000469,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
470,CUST000470,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,26.0,High
471,CUST000471,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,27.0,High
472,CUST000472,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
473,CUST000473,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
474,CUST000474,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
475,CUST000475,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
476,CUST000476,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
477,CUST000477,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
478,CUST000478,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
479,CUST000479,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
480,CUST000480,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
481,CUST000481,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,9.0,High
482,CUST000482,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,37.0,High
483,CUST000483,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
484,CUST000484,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
485,CUST000485,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
486,CUST000486,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
487,CUST000487,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,13.0,High
488,CUST000488,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
489,CUST000489,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
490,CUST000490,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
491,CUST000491,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
492,CUST000492,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
493,CUST000493,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,39.0,High
494,CUST000494,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,45.0,High
495,CUST000495,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,27.0,High
496,CUST000496,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
497,CUST000497,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
498,CUST000498,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,9.0,High
499,CUST000499,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
500,CUST000500,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
501,CUST000501,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,9.0,High
502,CUST000502,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
503,CUST000503,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,49.0,High
504,CUST000504,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,34.0,High
505,CUST000505,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
506,CUST000506,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
507,CUST000507,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
508,CUST000508,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
509,CUST000509,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,5.0,High
510,CUST000510,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
511,CUST000511,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,3.0,High
512,CUST000512,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,21.0,High
513,CUST000513,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,27.0,High
514,CUST000514,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,6.0,High
515,CUST000515,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
516,CUST000516,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,32.0,High
517,CUST000517,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
518,CUST000518,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,10.0,High
519,CUST000519,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,34.0,High
520,CUST000520,Female,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,26.0,High
521,CUST000521,Male,20,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
522,CUST000522,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,10.0,High
523,CUST000523,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
524,CUST000524,Female,20,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
525,CUST000525,Male,20,18-25,1,Licensed,1,Previously Insured,Existing Customer,39.0,High
