underwriting_sk,policy_sk,customer_sk,vehicle_sk,policy_type,coverage_type,policy_status,make,model,segment,fuel_type,vehicle_age_band,risk_score,risk_band,fraud_probability,underwriting_decision,manual_review_flag,auto_approved_flag,rejected_flag,stp_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,sla_breached_flag,high_risk_flag,fraud_flag,recommendation,model_version,underwriting_date_sk
119,119,119,119,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,73,High,0.73,Rejected,0,0,1,1,23,24,3,96.26,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220720
120,120,120,120,Comprehensive,Silver,Expired,3,M4,C2,Diesel,New,20,Low,0.2,Approved,0,1,0,1,5,-1,7,89.26,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20240219
121,121,121,121,Comprehensive,Basic,Active,1,M1,A,CNG,New,43,Medium,0.43,Manual Review,1,0,0,0,52,10,2,76.59,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240718
122,122,122,122,Comprehensive,Basic,Active,1,M1,A,CNG,New,78,High,0.78,Rejected,0,0,1,1,7,21,1,79.0,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20241122
123,123,123,123,Third Party,Gold,Active,1,M1,A,CNG,New,55,Medium,0.55,Manual Review,1,0,0,0,89,8,5,80.15,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20241207
124,124,124,124,Third Party,Basic,Active,1,M6,B2,Petrol,New,9,Low,0.09,Approved,0,1,0,1,6,4,3,84.42,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230518
125,125,125,125,Third Party,Gold,Active,1,M2,C1,Petrol,New,87,Very High,0.87,Rejected,0,0,1,1,21,28,5,92.61,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230211
126,126,126,126,Comprehensive,Gold,Active,1,M8,B1,CNG,New,66,High,0.66,Manual Review,1,0,0,0,34,11,4,97.12,Manual,David,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20240315
127,127,127,127,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,45,Medium,0.45,Manual Review,1,0,0,0,33,4,2,98.92,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220409
128,128,128,128,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,89,Very High,0.89,Rejected,0,0,1,1,11,22,7,78.04,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20231115
129,129,129,129,Third Party,Basic,Active,3,M4,C2,Diesel,New,71,High,0.71,Rejected,0,0,1,1,16,19,1,85.21,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20231227
130,130,130,130,Comprehensive,Basic,Active,1,M1,A,CNG,New,63,High,0.63,Manual Review,1,0,0,0,29,7,7,78.44,Manual,Rahul,Within SLA,0,1,0,Refer Underwriter,UW_AI_v1.0,20240818
131,131,131,131,Comprehensive,Basic,Active,1,M1,A,CNG,New,96,Very High,0.96,Rejected,0,0,1,1,7,16,3,85.86,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230905
132,132,132,132,Third Party,Silver,Expired,1,M6,B2,Petrol,New,23,Low,0.23,Approved,0,1,0,1,4,-1,5,77.78,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20231005
133,133,133,133,Third Party,Gold,Active,3,M4,C2,Diesel,New,84,Very High,0.84,Rejected,0,0,1,1,23,24,6,95.09,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20241025
134,134,134,134,Third Party,Silver,Active,1,M6,B2,Petrol,New,66,High,0.66,Manual Review,1,0,0,0,71,7,4,94.8,Manual,John,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20250526
135,135,135,135,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,57,Medium,0.57,Manual Review,1,0,0,0,21,4,1,98.81,Manual,Alice,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.0,20230518
136,136,136,136,Third Party,Basic,Active,1,M1,A,CNG,New,70,High,0.7,Rejected,0,0,1,1,12,19,2,76.05,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240206
137,137,137,137,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,12,Low,0.12,Approved,0,1,0,1,5,-3,6,79.55,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230202
138,138,138,138,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,50,Medium,0.5,Manual Review,1,0,0,0,69,9,1,97.35,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240520
139,139,139,139,Comprehensive,Silver,Active,1,M1,A,CNG,New,16,Low,0.16,Approved,0,1,0,1,4,3,1,90.36,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20240305
140,140,140,140,Comprehensive,Basic,Active,1,M2,C1,Petrol,New,92,Very High,0.92,Rejected,0,0,1,1,12,24,6,86.09,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230128
141,141,141,141,Comprehensive,Silver,Active,2,M3,A,Petrol,New,69,High,0.69,Manual Review,1,0,0,0,39,13,2,91.91,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20220726
142,142,142,142,Third Party,Silver,Active,1,M1,A,CNG,New,86,Very High,0.86,Rejected,0,0,1,1,13,24,3,81.11,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20241104
143,143,143,143,Comprehensive,Silver,Active,2,M3,A,Petrol,New,27,Low,0.27,Approved,0,1,0,1,3,4,6,93.05,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240610
144,144,144,144,Third Party,Basic,Active,1,M6,B2,Petrol,New,43,Medium,0.43,Manual Review,1,0,0,0,22,2,3,87.19,Manual,John,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20240513
145,145,145,145,Third Party,Basic,Active,1,M7,B2,Petrol,New,64,High,0.64,Manual Review,1,0,0,0,59,13,2,91.29,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20240113
146,146,146,146,Third Party,Gold,Active,1,M1,A,CNG,New,31,Medium,0.31,Approved,0,1,0,1,2,-9,3,82.5,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250618
147,147,147,147,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,61,High,0.61,Manual Review,1,0,0,0,40,8,5,88.23,Manual,John,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20230718
148,148,148,148,Comprehensive,Gold,Expired,1,M8,B1,CNG,New,48,Medium,0.48,Manual Review,1,0,0,0,81,14,5,77.35,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20241017
149,149,149,149,Third Party,Basic,Active,1,M1,A,CNG,New,74,High,0.74,Rejected,0,0,1,1,19,21,1,79.6,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220406
150,150,150,150,Third Party,Gold,Active,1,M6,B2,Petrol,New,32,Medium,0.32,Approved,0,1,0,1,7,-5,5,75.05,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230430
151,151,151,151,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,27,Low,0.27,Approved,0,1,0,1,4,-3,6,82.49,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20251201
152,152,152,152,Third Party,Silver,Expired,2,M3,A,Petrol,New,38,Medium,0.38,Manual Review,1,0,0,0,70,1,1,75.25,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20220819
153,153,153,153,Third Party,Basic,Active,1,M6,B2,Petrol,New,29,Low,0.29,Approved,0,1,0,1,4,2,5,87.39,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240119
154,154,154,154,Comprehensive,Gold,Active,1,M1,A,CNG,New,15,Low,0.15,Approved,0,1,0,1,5,-8,7,75.85,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250409
155,155,155,155,Comprehensive,Basic,Active,4,M5,B2,Diesel,New,52,Medium,0.52,Manual Review,1,0,0,0,47,13,5,79.75,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20230625
156,156,156,156,Third Party,Basic,Active,1,M6,B2,Petrol,New,69,High,0.69,Manual Review,1,0,0,0,24,12,1,86.33,Manual,Priya,Within SLA,0,1,0,Refer Underwriter,UW_AI_v1.0,20241125
157,157,157,157,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,14,Low,0.14,Approved,0,1,0,1,3,-9,1,82.86,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230609
158,158,158,158,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,77,High,0.77,Rejected,0,0,1,1,18,28,3,79.84,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250329
159,159,159,159,Third Party,Basic,Active,1,M10,Utility,CNG,New,30,Medium,0.3,Approved,0,1,0,1,7,0,1,84.94,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250620
160,160,160,160,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,14,Low,0.14,Approved,0,1,0,1,5,4,1,76.91,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250114
161,161,161,161,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,22,Low,0.22,Approved,0,1,0,1,2,1,5,92.4,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230801
162,162,162,162,Comprehensive,Gold,Active,1,M1,A,CNG,New,64,High,0.64,Manual Review,1,0,0,0,63,2,2,88.54,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20231113
163,163,163,163,Comprehensive,Gold,Expired,3,M4,C2,Diesel,New,77,High,0.77,Rejected,0,0,1,1,9,28,2,80.31,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230711
164,164,164,164,Comprehensive,Gold,Active,1,M10,Utility,CNG,New,49,Medium,0.49,Manual Review,1,0,0,0,54,0,3,96.03,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20241009
165,165,165,165,Third Party,Gold,Active,3,M4,C2,Diesel,New,30,Medium,0.3,Approved,0,1,0,1,6,-6,7,77.01,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20231008
166,166,166,166,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,13,Low,0.13,Approved,0,1,0,1,3,-10,1,94.31,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240306
167,167,167,167,Third Party,Gold,Active,1,M10,Utility,CNG,New,40,Medium,0.4,Manual Review,1,0,0,0,51,8,2,75.74,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20241117
168,168,168,168,Third Party,Gold,Active,1,M8,B1,CNG,New,19,Low,0.19,Approved,0,1,0,1,7,0,1,89.5,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250925
169,169,169,169,Third Party,Silver,Active,1,M8,B1,CNG,New,28,Low,0.28,Approved,0,1,0,1,2,0,1,89.68,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250916
170,170,170,170,Comprehensive,Gold,Active,1,M1,A,CNG,New,44,Medium,0.44,Manual Review,1,0,0,0,32,0,6,78.57,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251003
171,171,171,171,Comprehensive,Silver,Active,1,M1,A,CNG,New,6,Low,0.06,Approved,0,1,0,1,3,1,7,92.96,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250608
172,172,172,172,Third Party,Gold,Active,1,M6,B2,Petrol,New,8,Low,0.08,Approved,0,1,0,1,4,4,3,88.47,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220709
173,173,173,173,Comprehensive,Basic,Active,1,M1,A,CNG,New,99,Very High,0.99,Rejected,0,0,1,1,8,20,6,81.37,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250602
174,174,174,174,Third Party,Gold,Active,1,M1,A,CNG,New,24,Low,0.24,Approved,0,1,0,1,4,-5,1,93.03,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20251109
175,175,175,175,Comprehensive,Basic,Active,1,M1,A,CNG,New,43,Medium,0.43,Manual Review,1,0,0,0,56,8,4,86.75,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251101
176,176,176,176,Third Party,Gold,Active,1,M6,B2,Petrol,New,49,Medium,0.49,Manual Review,1,0,0,0,78,10,4,85.72,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20250730
177,177,177,177,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,30,Medium,0.3,Approved,0,1,0,1,6,-10,5,75.14,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230925
178,178,178,178,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,64,High,0.64,Manual Review,1,0,0,0,21,5,5,87.32,Manual,Alice,Within SLA,0,1,0,Refer Underwriter,UW_AI_v1.1,20230920
179,179,179,179,Comprehensive,Gold,Active,1,M1,A,CNG,New,73,High,0.73,Rejected,0,0,1,1,18,33,5,90.55,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240830
180,180,180,180,Third Party,Silver,Active,1,M7,B2,Petrol,New,72,High,0.72,Rejected,0,0,1,1,7,28,2,95.35,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250706
181,181,181,181,Third Party,Silver,Active,3,M4,C2,Diesel,New,90,Very High,0.9,Rejected,0,0,1,1,10,17,3,98.79,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20251014
182,182,182,182,Third Party,Gold,Active,1,M8,B1,CNG,New,74,High,0.74,Rejected,0,0,1,1,20,16,4,80.74,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20231211
183,183,183,183,Comprehensive,Basic,Active,1,M2,C1,Petrol,New,35,Medium,0.35,Manual Review,1,0,0,0,84,9,2,95.9,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20251205
184,184,184,184,Comprehensive,Silver,Active,4,M5,B2,Diesel,New,73,High,0.73,Rejected,0,0,1,1,17,25,7,77.73,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20231011
185,185,185,185,Third Party,Gold,Active,1,M8,B1,CNG,New,11,Low,0.11,Approved,0,1,0,1,4,-1,1,92.62,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20221114
186,186,186,186,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,73,High,0.73,Rejected,0,0,1,1,13,18,4,92.14,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20250602
187,187,187,187,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,8,Low,0.08,Approved,0,1,0,1,2,0,1,75.37,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250611
188,188,188,188,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,95,Very High,0.95,Rejected,0,0,1,1,9,24,5,86.11,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20231115
189,189,189,189,Comprehensive,Basic,Active,1,M1,A,CNG,New,77,High,0.77,Rejected,0,0,1,1,11,29,2,90.54,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20231026
190,190,190,190,Third Party,Silver,Active,1,M1,A,CNG,New,41,Medium,0.41,Manual Review,1,0,0,0,76,10,2,95.52,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251029
191,191,191,191,Third Party,Basic,Active,1,M1,A,CNG,New,6,Low,0.06,Approved,0,1,0,1,2,4,1,96.05,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250610
192,192,192,192,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,53,Medium,0.53,Manual Review,1,0,0,0,28,2,1,81.82,Manual,Priya,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20250210
193,193,193,193,Comprehensive,Basic,Active,1,M8,B1,CNG,New,87,Very High,0.87,Rejected,0,0,1,1,15,28,7,89.45,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230318
194,194,194,194,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,21,Low,0.21,Approved,0,1,0,1,4,-8,7,94.02,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230718
195,195,195,195,Third Party,Gold,Active,1,M6,B2,Petrol,New,21,Low,0.21,Approved,0,1,0,1,3,2,6,95.42,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250715
196,196,196,196,Third Party,Gold,Active,3,M4,C2,Diesel,New,44,Medium,0.44,Manual Review,1,0,0,0,79,2,1,84.89,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251110
197,197,197,197,Comprehensive,Silver,Active,1,M7,B2,Petrol,New,55,Medium,0.55,Manual Review,1,0,0,0,49,14,3,85.56,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251111
198,198,198,198,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,92,Very High,0.92,Rejected,0,0,1,1,18,27,4,90.35,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250210
199,199,199,199,Comprehensive,Basic,Active,1,M7,B2,Petrol,New,81,Very High,0.81,Rejected,0,0,1,1,5,16,4,80.28,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20240809
200,200,200,200,Comprehensive,Silver,Active,5,M9,C1,Diesel,New,32,Medium,0.32,Approved,0,1,0,1,3,-7,1,89.08,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250109
201,201,201,201,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,50,Medium,0.5,Manual Review,1,0,0,0,22,0,4,91.59,Manual,David,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.0,20231130
202,202,202,202,Third Party,Basic,Cancelled,5,M9,C1,Diesel,New,82,Very High,0.82,Rejected,0,0,1,1,23,25,1,76.54,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220423
203,203,203,203,Third Party,Gold,Active,1,M7,B2,Petrol,New,91,Very High,0.91,Rejected,0,0,1,1,23,19,2,89.89,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220102
204,204,204,204,Comprehensive,Basic,Active,4,M11,C1,Petrol,New,91,Very High,0.91,Rejected,0,0,1,1,15,33,2,97.21,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20231004
205,205,205,205,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,78,High,0.78,Rejected,0,0,1,1,22,27,6,86.98,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220808
206,206,206,206,Third Party,Silver,Active,1,M6,B2,Petrol,New,53,Medium,0.53,Manual Review,1,0,0,0,56,8,2,92.17,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240504
207,207,207,207,Third Party,Silver,Active,1,M2,C1,Petrol,New,21,Low,0.21,Approved,0,1,0,1,3,-8,6,92.37,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250602
208,208,208,208,Comprehensive,Silver,Active,1,M1,A,CNG,New,31,Medium,0.31,Approved,0,1,0,1,4,-10,5,94.69,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230120
209,209,209,209,Third Party,Gold,Active,1,M2,C1,Petrol,New,66,High,0.66,Manual Review,1,0,0,0,88,4,5,86.11,Manual,David,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20251127
210,210,210,210,Third Party,Basic,Cancelled,1,M7,B2,Petrol,New,15,Low,0.15,Approved,0,1,0,1,6,-7,5,92.35,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250227
211,211,211,211,Comprehensive,Basic,Active,1,M7,B2,Petrol,New,87,Very High,0.87,Rejected,0,0,1,1,24,28,3,77.04,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241212
212,212,212,212,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,48,Medium,0.48,Manual Review,1,0,0,0,76,7,6,87.31,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20231231
213,213,213,213,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,95,Very High,0.95,Rejected,0,0,1,1,12,29,4,96.28,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20251210
214,214,214,214,Third Party,Silver,Active,2,M3,A,Petrol,New,40,Medium,0.4,Manual Review,1,0,0,0,25,11,5,96.04,Manual,David,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20220904
215,215,215,215,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,20,Low,0.2,Approved,0,1,0,1,6,-2,2,87.1,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240415
216,216,216,216,Third Party,Silver,Active,2,M3,A,Petrol,New,64,High,0.64,Manual Review,1,0,0,0,42,4,7,96.97,Manual,David,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20220722
217,217,217,217,Third Party,Gold,Active,1,M1,A,CNG,New,91,Very High,0.91,Rejected,0,0,1,1,5,16,2,78.73,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20250422
218,218,218,218,Comprehensive,Silver,Active,1,M1,A,CNG,New,56,Medium,0.56,Manual Review,1,0,0,0,64,2,3,95.98,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220503
219,219,219,219,Comprehensive,Silver,Active,1,M7,B2,Petrol,New,26,Low,0.26,Approved,0,1,0,1,4,2,3,76.01,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230205
220,220,220,220,Comprehensive,Gold,Active,5,M9,C1,Diesel,New,82,Very High,0.82,Rejected,0,0,1,1,23,33,1,77.92,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240206
221,221,221,221,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,81,Very High,0.81,Rejected,0,0,1,1,14,26,3,76.92,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221021
222,222,222,222,Comprehensive,Silver,Active,1,M1,A,CNG,New,90,Very High,0.9,Rejected,0,0,1,1,24,15,2,93.79,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221007
223,223,223,223,Third Party,Basic,Expired,1,M6,B2,Petrol,New,75,High,0.75,Rejected,0,0,1,1,5,32,1,93.29,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240602
224,224,224,224,Comprehensive,Basic,Active,4,M5,B2,Diesel,New,42,Medium,0.42,Manual Review,1,0,0,0,27,0,5,89.49,Manual,Priya,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20220717
225,225,225,225,Third Party,Silver,Active,3,M4,C2,Diesel,New,69,High,0.69,Manual Review,1,0,0,0,33,14,2,97.1,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20240908
226,226,226,226,Third Party,Gold,Active,1,M1,A,CNG,New,55,Medium,0.55,Manual Review,1,0,0,0,72,10,2,96.6,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240122
227,227,227,227,Comprehensive,Gold,Active,2,M3,A,Petrol,New,90,Very High,0.9,Rejected,0,0,1,1,18,34,2,82.06,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220524
228,228,228,228,Comprehensive,Basic,Cancelled,1,M1,A,CNG,New,27,Low,0.27,Approved,0,1,0,1,3,-5,5,84.42,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230901
229,229,229,229,Comprehensive,Basic,Active,1,M1,A,CNG,New,19,Low,0.19,Approved,0,1,0,1,6,0,5,99.81,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250509
230,230,230,230,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,83,Very High,0.83,Rejected,0,0,1,1,14,33,1,90.99,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20250221
231,231,231,231,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,35,Medium,0.35,Manual Review,1,0,0,0,34,7,6,82.98,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20220706
232,232,232,232,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,32,Medium,0.32,Approved,0,1,0,1,5,-8,4,98.81,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250911
233,233,233,233,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,71,High,0.71,Rejected,0,0,1,1,11,33,3,85.19,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230409
234,234,234,234,Comprehensive,Basic,Active,1,M1,A,CNG,New,46,Medium,0.46,Manual Review,1,0,0,0,78,8,6,79.88,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251004
235,235,235,235,Third Party,Basic,Active,1,M6,B2,Petrol,New,29,Low,0.29,Approved,0,1,0,1,2,-1,6,82.75,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20231022
236,236,236,236,Comprehensive,Basic,Expired,1,M1,A,CNG,New,37,Medium,0.37,Manual Review,1,0,0,0,22,4,3,87.37,Manual,John,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20240203
237,237,237,237,Third Party,Silver,Expired,3,M4,C2,Diesel,New,27,Low,0.27,Approved,0,1,0,1,3,4,2,89.52,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240812
238,238,238,238,Third Party,Basic,Active,1,M7,B2,Petrol,New,96,Very High,0.96,Rejected,0,0,1,1,14,24,4,78.76,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230207
