quote_sk,quote_id,customer_sk,vehicle_sk,quoted_premium,sales_channel,days_since_last_contact,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,quote_date,load_date,source_system
169,Q100168,169,169,4521.0,160.0,143,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-11-11,2026-08-01 17:22:07.213201,Vehicle Insurance
170,Q100169,170,170,4375.0,160.0,297,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-05,2026-08-01 17:22:07.213201,Vehicle Insurance
171,Q100170,171,171,4636.0,160.0,88,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-18,2026-08-01 17:22:07.213201,Vehicle Insurance
172,Q100171,172,172,4196.0,157.0,26,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-08-29,2026-08-01 17:22:07.213201,Vehicle Insurance
173,Q100172,173,173,4610.0,160.0,206,0,0,Abandoned,Document Upload,Mobile,Agent,2025-12-12,2026-08-01 17:22:07.213201,Vehicle Insurance
174,Q100173,174,174,4388.0,160.0,221,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-12-05,2026-08-01 17:22:07.213201,Vehicle Insurance
175,Q100174,175,175,4262.0,160.0,46,0,0,Abandoned,Premium Calculation,Tablet,Agent,2025-07-22,2026-08-01 17:22:07.213201,Vehicle Insurance
176,Q100175,176,176,4592.0,160.0,244,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-11-30,2026-08-01 17:22:07.213201,Vehicle Insurance
177,Q100176,177,177,4111.0,160.0,74,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-01,2026-08-01 17:22:07.213201,Vehicle Insurance
178,Q100177,178,178,4292.0,160.0,183,0,0,Abandoned,Document Upload,Mobile,Agent,2025-10-23,2026-08-01 17:22:07.213201,Vehicle Insurance
179,Q100178,179,179,4418.0,160.0,85,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-26,2026-08-01 17:22:07.213201,Vehicle Insurance
180,Q100179,180,180,3654.0,160.0,207,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-07-21,2026-08-01 17:22:07.213201,Vehicle Insurance
181,Q100180,181,181,3867.0,160.0,136,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-02-01,2026-08-01 17:22:07.213201,Vehicle Insurance
182,Q100181,182,182,4152.0,160.0,241,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-07-02,2026-08-01 17:22:07.213201,Vehicle Insurance
183,Q100182,183,183,4416.0,156.0,160,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-09-05,2026-08-01 17:22:07.213201,Vehicle Insurance
184,Q100183,184,184,4047.0,160.0,171,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-19,2026-08-01 17:22:07.213201,Vehicle Insurance
185,Q100184,185,185,4520.0,160.0,28,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-08-25,2026-08-01 17:22:07.213201,Vehicle Insurance
186,Q100185,186,186,4944.0,156.0,252,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-04-18,2026-08-01 17:22:07.213201,Vehicle Insurance
187,Q100186,187,187,4042.0,160.0,173,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-02-16,2026-08-01 17:22:07.213201,Vehicle Insurance
188,Q100187,188,188,3856.0,160.0,201,0,0,Abandoned,Document Upload,Mobile,Agent,2025-01-24,2026-08-01 17:22:07.213201,Vehicle Insurance
189,Q100188,189,189,3664.0,160.0,164,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-08-06,2026-08-01 17:22:07.213201,Vehicle Insurance
190,Q100189,190,190,4507.0,160.0,248,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-04,2026-08-01 17:22:07.213201,Vehicle Insurance
191,Q100190,191,191,4203.0,160.0,293,0,0,Abandoned,Document Upload,Desktop,Website,2025-08-25,2026-08-01 17:22:07.213201,Vehicle Insurance
192,Q100191,192,192,4541.0,160.0,221,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-11-14,2026-08-01 17:22:07.213201,Vehicle Insurance
193,Q100192,193,193,4110.0,160.0,291,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-08-28,2026-08-01 17:22:07.213201,Vehicle Insurance
194,Q100193,194,194,4340.0,160.0,292,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-08-28,2026-08-01 17:22:07.213201,Vehicle Insurance
195,Q100194,195,195,4224.0,160.0,51,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-05-09,2026-08-01 17:22:07.213201,Vehicle Insurance
196,Q100195,196,196,4513.0,160.0,246,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-08-11,2026-08-01 17:22:07.213201,Vehicle Insurance
197,Q100196,197,197,4392.0,160.0,159,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-09-08,2026-08-01 17:22:07.213201,Vehicle Insurance
198,Q100197,198,198,4390.0,156.0,123,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-10,2026-08-01 17:22:07.213201,Vehicle Insurance
199,Q100198,199,199,4213.0,160.0,94,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-09-02,2026-08-01 17:22:07.213201,Vehicle Insurance
200,Q100199,200,200,3745.0,160.0,200,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-02-23,2026-08-01 17:22:07.213201,Vehicle Insurance
201,Q100200,201,201,5049.0,156.0,66,0,0,Abandoned,Document Upload,Desktop,Agent,2025-04-09,2026-08-01 17:22:07.213201,Vehicle Insurance
202,Q100201,202,202,4383.0,160.0,14,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-25,2026-08-01 17:22:07.213201,Vehicle Insurance
203,Q100202,203,203,4134.0,160.0,84,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-09-24,2026-08-01 17:22:07.213201,Vehicle Insurance
204,Q100203,204,204,4056.0,160.0,269,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-02-04,2026-08-01 17:22:07.213201,Vehicle Insurance
205,Q100204,205,205,3880.0,160.0,217,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-07-21,2026-08-01 17:22:07.213201,Vehicle Insurance
206,Q100205,206,206,4398.0,160.0,90,1,1,Converted,Policy Issued,Desktop,Agent,2025-06-12,2026-08-01 17:22:07.213201,Vehicle Insurance
207,Q100206,207,207,4304.0,160.0,197,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-18,2026-08-01 17:22:07.213201,Vehicle Insurance
208,Q100207,208,208,3820.0,160.0,80,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-06-23,2026-08-01 17:22:07.213201,Vehicle Insurance
209,Q100208,209,209,4190.0,160.0,29,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-02-06,2026-08-01 17:22:07.213201,Vehicle Insurance
210,Q100209,210,210,3685.0,160.0,79,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-05-17,2026-08-01 17:22:07.213201,Vehicle Insurance
211,Q100210,211,211,4174.0,160.0,109,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-13,2026-08-01 17:22:07.213201,Vehicle Insurance
212,Q100211,212,212,3809.0,160.0,295,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-28,2026-08-01 17:22:07.213201,Vehicle Insurance
213,Q100212,213,213,4488.0,160.0,38,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-08-06,2026-08-01 17:22:07.213201,Vehicle Insurance
214,Q100213,214,214,4348.0,160.0,223,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-12-17,2026-08-01 17:22:07.213201,Vehicle Insurance
215,Q100214,215,215,3892.0,160.0,143,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-08,2026-08-01 17:22:07.213201,Vehicle Insurance
216,Q100215,216,216,3735.0,160.0,236,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-08-18,2026-08-01 17:22:07.213201,Vehicle Insurance
217,Q100216,217,217,4445.0,160.0,44,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-21,2026-08-01 17:22:07.213201,Vehicle Insurance
218,Q100217,218,218,4227.0,160.0,86,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-09-28,2026-08-01 17:22:07.213201,Vehicle Insurance
219,Q100218,219,219,4331.0,160.0,272,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-30,2026-08-01 17:22:07.213201,Vehicle Insurance
220,Q100219,220,220,4206.0,160.0,183,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-05-22,2026-08-01 17:22:07.213201,Vehicle Insurance
221,Q100220,221,221,4223.0,160.0,197,0,0,Abandoned,Document Upload,Desktop,Website,2025-02-08,2026-08-01 17:22:07.213201,Vehicle Insurance
222,Q100221,222,222,4602.0,160.0,41,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-09-07,2026-08-01 17:22:07.213201,Vehicle Insurance
223,Q100222,223,223,4295.0,160.0,279,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-02-08,2026-08-01 17:22:07.213201,Vehicle Insurance
224,Q100223,224,224,4445.0,160.0,103,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-04-09,2026-08-01 17:22:07.213201,Vehicle Insurance
225,Q100224,225,225,3677.0,160.0,187,0,0,Abandoned,Document Upload,Tablet,Agent,2025-05-19,2026-08-01 17:22:07.213201,Vehicle Insurance
226,Q100225,226,226,4269.0,160.0,164,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-13,2026-08-01 17:22:07.213201,Vehicle Insurance
227,Q100226,227,227,4705.0,156.0,202,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-07-30,2026-08-01 17:22:07.213201,Vehicle Insurance
228,Q100227,228,228,3989.0,160.0,236,0,0,Abandoned,Document Upload,Desktop,Agent,2025-11-23,2026-08-01 17:22:07.213201,Vehicle Insurance
229,Q100228,229,229,4947.0,124.0,167,0,0,Abandoned,Document Upload,Tablet,Agent,2025-12-23,2026-08-01 17:22:07.213201,Vehicle Insurance
230,Q100229,230,230,5107.0,156.0,109,0,0,Abandoned,Document Upload,Mobile,Agent,2025-12-04,2026-08-01 17:22:07.213201,Vehicle Insurance
231,Q100230,231,231,3980.0,160.0,169,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-05,2026-08-01 17:22:07.213201,Vehicle Insurance
232,Q100231,232,232,4289.0,160.0,64,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-09-20,2026-08-01 17:22:07.213201,Vehicle Insurance
233,Q100232,233,233,5405.0,156.0,206,0,0,Abandoned,Document Upload,Mobile,Website,2025-04-01,2026-08-01 17:22:07.213201,Vehicle Insurance
234,Q100233,234,234,3997.0,160.0,140,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-06-19,2026-08-01 17:22:07.213201,Vehicle Insurance
235,Q100234,235,235,4122.0,160.0,31,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-09-06,2026-08-01 17:22:07.213201,Vehicle Insurance
236,Q100235,236,236,4380.0,156.0,47,1,0,Abandoned,Document Upload,Mobile,Aggregator,2025-01-14,2026-08-01 17:22:07.213201,Vehicle Insurance
237,Q100236,237,237,3839.0,160.0,235,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-04,2026-08-01 17:22:07.213201,Vehicle Insurance
238,Q100237,238,238,3874.0,160.0,121,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-05-26,2026-08-01 17:22:07.213201,Vehicle Insurance
239,Q100238,239,239,4034.0,160.0,246,0,0,Abandoned,Document Upload,Tablet,Mobile App,2025-11-17,2026-08-01 17:22:07.213201,Vehicle Insurance
240,Q100239,240,240,4026.0,160.0,161,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-04,2026-08-01 17:22:07.213201,Vehicle Insurance
241,Q100240,241,241,3932.0,160.0,234,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-24,2026-08-01 17:22:07.213201,Vehicle Insurance
242,Q100241,242,242,4607.0,160.0,126,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-03-28,2026-08-01 17:22:07.213201,Vehicle Insurance
243,Q100242,243,243,4782.0,156.0,109,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-07-06,2026-08-01 17:22:07.213201,Vehicle Insurance
244,Q100243,244,244,4277.0,160.0,146,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-08-23,2026-08-01 17:22:07.213201,Vehicle Insurance
245,Q100244,245,245,4622.0,160.0,288,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-08-01,2026-08-01 17:22:07.213201,Vehicle Insurance
246,Q100245,246,246,4394.0,160.0,31,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-06-28,2026-08-01 17:22:07.213201,Vehicle Insurance
247,Q100246,247,247,3908.0,160.0,266,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-05-13,2026-08-01 17:22:07.213201,Vehicle Insurance
248,Q100247,248,248,4008.0,160.0,260,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-24,2026-08-01 17:22:07.213201,Vehicle Insurance
249,Q100248,249,249,4359.0,160.0,71,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-10-07,2026-08-01 17:22:07.213201,Vehicle Insurance
250,Q100249,250,250,4105.0,160.0,219,0,0,Abandoned,Document Upload,Mobile,Website,2025-09-03,2026-08-01 17:22:07.213201,Vehicle Insurance
251,Q100250,251,251,4060.0,160.0,73,0,0,Abandoned,Document Upload,Mobile,Website,2025-01-18,2026-08-01 17:22:07.213201,Vehicle Insurance
252,Q100251,252,252,4298.0,160.0,99,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-11-21,2026-08-01 17:22:07.213201,Vehicle Insurance
253,Q100252,253,253,3967.0,160.0,35,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-22,2026-08-01 17:22:07.213201,Vehicle Insurance
254,Q100253,254,254,4326.0,160.0,127,0,0,Abandoned,Document Upload,Mobile,Website,2025-10-03,2026-08-01 17:22:07.213201,Vehicle Insurance
255,Q100254,255,255,4374.0,156.0,85,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-09-17,2026-08-01 17:22:07.213201,Vehicle Insurance
256,Q100255,256,256,4468.0,160.0,190,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-04-05,2026-08-01 17:22:07.213201,Vehicle Insurance
257,Q100256,257,257,4383.0,156.0,204,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-07-03,2026-08-01 17:22:07.213201,Vehicle Insurance
258,Q100257,258,258,4333.0,160.0,57,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-11,2026-08-01 17:22:07.213201,Vehicle Insurance
259,Q100258,259,259,4313.0,157.0,174,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-26,2026-08-01 17:22:07.213201,Vehicle Insurance
260,Q100259,260,260,4624.0,160.0,161,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-12,2026-08-01 17:22:07.213201,Vehicle Insurance
261,Q100260,261,261,4976.0,124.0,135,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-21,2026-08-01 17:22:07.213201,Vehicle Insurance
262,Q100261,262,262,4023.0,160.0,46,0,0,Abandoned,Document Upload,Mobile,Agent,2025-07-14,2026-08-01 17:22:07.213201,Vehicle Insurance
263,Q100262,263,263,4321.0,160.0,11,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-12-14,2026-08-01 17:22:07.213201,Vehicle Insurance
264,Q100263,264,264,4757.0,156.0,246,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-01-07,2026-08-01 17:22:07.213201,Vehicle Insurance
265,Q100264,265,265,4121.0,160.0,238,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-12-20,2026-08-01 17:22:07.213201,Vehicle Insurance
266,Q100265,266,266,3882.0,160.0,204,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-07-15,2026-08-01 17:22:07.213201,Vehicle Insurance
267,Q100266,267,267,4341.0,160.0,15,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-06-18,2026-08-01 17:22:07.213201,Vehicle Insurance
268,Q100267,268,268,3762.0,160.0,132,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-10-26,2026-08-01 17:22:07.213201,Vehicle Insurance
269,Q100268,269,269,4479.0,160.0,35,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-09-01,2026-08-01 17:22:07.213201,Vehicle Insurance
270,Q100269,270,270,4146.0,160.0,74,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-12-14,2026-08-01 17:22:07.213201,Vehicle Insurance
271,Q100270,271,271,4091.0,160.0,189,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-02-23,2026-08-01 17:22:07.213201,Vehicle Insurance
272,Q100271,272,272,4213.0,160.0,176,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-11-29,2026-08-01 17:22:07.213201,Vehicle Insurance
273,Q100272,273,273,3917.0,160.0,104,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-12-28,2026-08-01 17:22:07.213201,Vehicle Insurance
274,Q100273,274,274,4159.0,160.0,246,0,0,Abandoned,Document Upload,Mobile,Website,2025-01-16,2026-08-01 17:22:07.213201,Vehicle Insurance
275,Q100274,275,275,4456.0,160.0,167,0,0,Abandoned,Document Upload,Desktop,Website,2025-04-10,2026-08-01 17:22:07.213201,Vehicle Insurance
276,Q100275,276,276,4535.0,156.0,88,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-03-19,2026-08-01 17:22:07.213201,Vehicle Insurance
277,Q100276,277,277,4036.0,160.0,120,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-06-06,2026-08-01 17:22:07.213201,Vehicle Insurance
278,Q100277,278,278,3762.0,160.0,44,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-07-31,2026-08-01 17:22:07.213201,Vehicle Insurance
279,Q100278,279,279,4262.0,160.0,73,0,0,Abandoned,Document Upload,Mobile,Agent,2025-08-10,2026-08-01 17:22:07.213201,Vehicle Insurance
280,Q100279,280,280,4274.0,160.0,162,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-22,2026-08-01 17:22:07.213201,Vehicle Insurance
281,Q100280,281,281,5101.0,156.0,59,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-10-02,2026-08-01 17:22:07.213201,Vehicle Insurance
282,Q100281,282,282,3730.0,160.0,68,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-08-11,2026-08-01 17:22:07.213201,Vehicle Insurance
283,Q100282,283,283,4348.0,160.0,89,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-02-02,2026-08-01 17:22:07.213201,Vehicle Insurance
284,Q100283,284,284,3762.0,160.0,175,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-09-13,2026-08-01 17:22:07.213201,Vehicle Insurance
285,Q100284,285,285,3651.0,160.0,100,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-25,2026-08-01 17:22:07.213201,Vehicle Insurance
286,Q100285,286,286,4291.0,160.0,223,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-12-21,2026-08-01 17:22:07.213201,Vehicle Insurance
287,Q100286,287,287,3869.0,160.0,24,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-10-25,2026-08-01 17:22:07.213201,Vehicle Insurance
288,Q100287,288,288,4215.0,160.0,87,1,1,Converted,Policy Issued,Mobile,Website,2025-06-14,2026-08-01 17:22:07.213201,Vehicle Insurance
289,Q100288,289,289,4504.0,160.0,74,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-06-08,2026-08-01 17:22:07.213201,Vehicle Insurance
290,Q100289,290,290,4646.0,160.0,152,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-12-07,2026-08-01 17:22:07.213201,Vehicle Insurance
291,Q100290,291,291,4385.0,160.0,85,0,0,Abandoned,Document Upload,Tablet,Mobile App,2025-01-07,2026-08-01 17:22:07.213201,Vehicle Insurance
292,Q100291,292,292,3874.0,160.0,69,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-08-20,2026-08-01 17:22:07.213201,Vehicle Insurance
293,Q100292,293,293,4034.0,160.0,143,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-12-27,2026-08-01 17:22:07.213201,Vehicle Insurance
294,Q100293,294,294,4052.0,160.0,120,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-29,2026-08-01 17:22:07.213201,Vehicle Insurance
295,Q100294,295,295,4287.0,160.0,73,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-04,2026-08-01 17:22:07.213201,Vehicle Insurance
296,Q100295,296,296,3779.0,160.0,296,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-20,2026-08-01 17:22:07.213201,Vehicle Insurance
297,Q100296,297,297,3702.0,160.0,68,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-07-07,2026-08-01 17:22:07.213201,Vehicle Insurance
298,Q100297,298,298,4333.0,160.0,294,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-12-11,2026-08-01 17:22:07.213201,Vehicle Insurance
299,Q100298,299,299,4879.0,154.0,280,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-09-09,2026-08-01 17:22:07.213201,Vehicle Insurance
300,Q100299,300,300,4321.0,160.0,196,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-04-22,2026-08-01 17:22:07.213201,Vehicle Insurance
301,Q100300,301,301,4359.0,160.0,23,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-02-16,2026-08-01 17:22:07.213201,Vehicle Insurance
302,Q100301,302,302,4065.0,160.0,269,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-03-22,2026-08-01 17:22:07.213201,Vehicle Insurance
303,Q100302,303,303,3896.0,160.0,270,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-10-13,2026-08-01 17:22:07.213201,Vehicle Insurance
304,Q100303,304,304,4485.0,160.0,182,0,0,Abandoned,Document Upload,Desktop,Website,2025-04-22,2026-08-01 17:22:07.213201,Vehicle Insurance
305,Q100304,305,305,4088.0,160.0,90,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-05-06,2026-08-01 17:22:07.213201,Vehicle Insurance
306,Q100305,306,306,3852.0,160.0,180,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-11,2026-08-01 17:22:07.213201,Vehicle Insurance
307,Q100306,307,307,3833.0,160.0,212,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-11-11,2026-08-01 17:22:07.213201,Vehicle Insurance
308,Q100307,308,308,3772.0,160.0,235,0,0,Abandoned,Premium Calculation,Tablet,Website,2025-11-14,2026-08-01 17:22:07.213201,Vehicle Insurance
309,Q100308,309,309,4050.0,160.0,169,0,0,Abandoned,Document Upload,Mobile,Website,2025-11-18,2026-08-01 17:22:07.213201,Vehicle Insurance
310,Q100309,310,310,4416.0,160.0,155,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-01,2026-08-01 17:22:07.213201,Vehicle Insurance
311,Q100310,311,311,3943.0,160.0,119,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-08,2026-08-01 17:22:07.213201,Vehicle Insurance
312,Q100311,312,312,3929.0,160.0,223,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-11-03,2026-08-01 17:22:07.213201,Vehicle Insurance
313,Q100312,313,313,4486.0,160.0,140,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-06-10,2026-08-01 17:22:07.213201,Vehicle Insurance
314,Q100313,314,314,4533.0,160.0,150,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-05-23,2026-08-01 17:22:07.213201,Vehicle Insurance
315,Q100314,315,315,4259.0,160.0,211,0,0,Abandoned,Document Upload,Mobile,Agent,2025-04-04,2026-08-01 17:22:07.213201,Vehicle Insurance
316,Q100315,316,316,3847.0,160.0,161,0,0,Abandoned,Document Upload,Mobile,Agent,2025-06-17,2026-08-01 17:22:07.213201,Vehicle Insurance
317,Q100316,317,317,4631.0,160.0,233,0,0,Abandoned,Document Upload,Tablet,Website,2025-10-30,2026-08-01 17:22:07.213201,Vehicle Insurance
318,Q100317,318,318,4556.0,160.0,88,0,0,Abandoned,Document Upload,Desktop,Agent,2025-05-28,2026-08-01 17:22:07.213201,Vehicle Insurance
319,Q100318,319,319,4160.0,160.0,253,0,0,Abandoned,Premium Calculation,Tablet,Agent,2025-11-29,2026-08-01 17:22:07.213201,Vehicle Insurance
320,Q100319,320,320,4401.0,160.0,248,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-08-27,2026-08-01 17:22:07.213201,Vehicle Insurance
